﻿end015_1,Life is impermanent and constantly changing; home can be found wherever you discover peace of mind.,ชีวิตเป็นสิ่งไม่เที่ยงและเปลี่ยนแปลงตลอดเวลา ทุกสถานที่ที่เจ้าสบายใจล้วนสามารถเป็นบ้านได้
R32858-1_1_13,"Hmm... But I'm just a minor character in the manor, even if the young hero is willing to help, I can't offer any decent thank you gift...",ข้า... ข้าน้อยเป็นเพียงข้ารับใช้ตัวเล็กๆ ในหมู่ตึกเท่านั้น แม้ว่าท่านจอมยุทธน้อยจะยินดีช่วยเหลือ แต่ข้าน้อยก็ไม่มีสิ่งใดที่จะตอบแทนท่านได้เลย...
R32858-1_1_14,"If {PlayerSurName} young hero doesn't mind that I can't offer a thank you gift, please help me when you have time.",หากท่านจอมยุทธน้อย{PlayerSurName} ไม่ได้กังวลว่าข้าน้อยจะไม่อาจตอบแทนท่านได้ ก็โปรดช่วยข้าน้อยเมื่อท่านมีเวลาเถิด
R32858-1_1_15,"Okay, I'll come to you when I have time.",ตกลง เมื่อข้ามีเวลาข้าจะมาหาเจ้า
R32858-1_2_1,Is {PlayerSurName} young hero willing to help tame the beasts?,ท่านจอมยุทธน้อย{PlayerSurName} ท่านยินดีที่จะช่วยฝึกสัตว์ร้ายให้เชื่องหรือไม่?
R32858-1_3_1,"Great, then I'll leave it to {PlayerSurName} young hero!",เยี่ยมเลย เช่นนั้นข้าน้อยจะปล่อยให้เป็นหน้าที่ของท่านจอมยุทธน้อย{PlayerSurName}!
R32858-1_4_1,"Are you feeling unwell today, young hero?\nPlease rest well and come back to help tomorrow.","ท่านจอมยุทธน้อย วันนี้ท่านรู้สึกไม่สบายหรือไม่?\nท่านโปรดพักผ่อนให้เพียงพอแล้วกลับมาช่วยข้าน้อยในวันพรุ่งนี้เถิด"
R32858-1_5_1,"Thank you, young hero, these beasts have become more obedient!\nThis is all I have as a thank you gift, if you don't mind, please accept it.","ขอบพระคุณท่านจอมยุทธน้อย สัตว์ร้ายเหล่านี้เชื่องมากขึ้นแล้ว!\nนี่คือทั้งหมดที่ข้าน้อยมีเพื่อตอบแทนท่าน ถ้าท่านไม่รังเกียจ โปรดรับไว้"
R32858-1_5_2,"Let's end today's training here, if you have time tomorrow, come back to help.",หยุดการฝึกของวันนี้ไว้เท่านี้เถิด พรุ่งนี้ หากท่านมีเวลาค่อยกลับมาช่วยได้ขอรับ
R32858-1_6_1,"{PlayerSurName} young hero has already trained these beasts today.\nPlease go back and rest well, we can talk about it tomorrow if you have time.","ท่านจอมยุทธน้อย{PlayerSurName} ได้ฝึกฝนสัตว์ร้ายเหล่านี้แล้วในวันนี้\nกรุณากลับไปพักผ่อนให้เต็มที่เถิดขอรับ พรุ่งนี้เราค่อยคุยกันหากท่านมีเวลา"
M2000-27_1_1,"How can a rooster be wandering around in the grand Beast Manor, something is strange...",ทำไมไก่แจ้ถึงมาเดินไปมาในหมู่ตึกหมื่นอสูรที่ยิ่งใหญ่แบบนี้ได้เนี่ย พิลึกชะมัด...
M2000-27_2_1,Oh oh oh,โอ๊ะ โอ๊ะ โอ้
M2000-27_3_1,"Beast Manor gathers all kinds of rare birds and beasts, it's perfectly reasonable for me to be here, what's so surprising about that!",หมู่ตึกหมื่นอสูรนั้นเป็นที่รวมสัตว์ป่าหายากจากทั่วทุกมุมโลก ตรูข้ามาอยู่ที่นี่ก็สมเหตุสมผลแล้ว มีอะไรให้แปลกใจนัก
M2000-27_3_2,"Am I hallucinating, I seem to hear this chicken talking, and it calls itself ""this seat""!!!","นี่ข้าหลอนหรือเปล่านี่ ทำไมถึงได้ยินไก่พูดได้แถมยังเรียกตัวเอง ""ตรูข้า"" อีก!!!"
M2000-27_3_3,"Yes, I am the one who has inherited one in a billion of the bloodline of the Phoenix, the king of all birds, noble and unparalleled, it is your fortune to witness me.",ถูกต้อง ตรูข้าเป็นผู้ที่ได้เชื้อสายหนึ่งในล้านล้านล้านมาจากเทพหงส์ ราชันย์ปักษา สง่างามและไม่มีผู้ใดเทียมทานได้ เจ้าช่างโชคดีนักได้เห็นตรูข้า
M2000-27_3_4,"A mere rooster claiming to have inherited the bloodline of the Phoenix, by your logic, all birds can claim kinship with the Phoenix.",ไก่แจ้ธรรมดามันบอกว่าเป็นผู้ที่ได้เชื้อสายหนึ่งในล้านล้านล้านมาจากเทพหงส์เนี่ยนะ ถ้าเจ้าอ้างแบบนี้นกทุกตัวมันก็สืบสายเลือดมาจากเทพหงส์แล้วมั้ง
M2000-27_3_5,"{yell} dare to look down on me, it infuriates me!",{yell} กล้าดีนักมาลบหลู่ตรูข้า!
M2000-27_3_6,"Unfortunately, this place is remote and few birds come here, otherwise I would definitely show you how powerful I am!",โชคร้ายนัก ที่นี่ช่างกันดาร มีนกมาที่นี่ไม่มากนัก ไม่อย่างนั้นตรูข้าคงแสดงให้เจ้าเห็นแล้วว่าตรูข้านั้นเจ๋งแค่ไหน
M2000-28_1_1,"Even someone like you has several intimate ladies, why am I still alone like a single chicken.",ขนาดมนุษย์เช่นเจ้ายังมีสาวๆ มากมาย ทำไมตรูข้าถึงยังอยู่ตัวเดียวเหมือนไก่ตัวหนึ่งอีกเนี๊ย
M2000-28_2_1,"Seeing you without any luck with women, I feel a lot better.",พอเห็นเจ้านี้ไม่มีสตรีเลยสักคน ตรูข้าก็รู้สึกดีขึ้นมาก
M2000-28_3_1,"Where did this country chicken come from, you should bow down to me when you see me!",เจ้าไก่บ้านๆ มาจากไหนกัน เห็นตรูข้าแล้วทำไมไม่รีบมาคุกเข่ากราบไหว้!
