﻿FondTag_武器,Weapon,อาวุธ
ItemInfo_风水秘术,"A book that details various feng shui knowledge, from choosing a house site to finding dragon veins, everything is included.\n<#d09a09>Usage: Can be read in the Confucius Temple Disciples' Living Quarter.</color>","บันทึกความรู้ฮวงจุ้ยทุกประเภทอย่างละเอียด ตั้งแต่การเลือกที่ตั้งบ้านไปจนถึงการค้นหาเส้นเลือดมังกร\n<#d09a09>ใช้สำหรับ: สามารถอ่านได้ที่ห้องลูกศิษย์ของวัดขงจื้อ</color>"
ItemInfo_地理图志,"A strange book that records the geographical features and folk customs of various places in the world.\n<#d09a09>Usage: Can be read in the Confucius Temple Disciples' Living Quarter.</color>","หนังสือแปลกๆ ที่บันทึกลักษณะทางภูมิศาสตร์และประเพณีพื้นบ้านของสถานที่ต่างๆ ในโลก\n<#d09a09>ใช้สำหรับ: สามารถอ่านได้ที่ห้องลูกศิษย์ของวัดขงจื้อ</color>"
ItemInfo_百兽通志,"A book that records various rare and exotic animals and their characteristics.\n<#d09a09>Usage: Can be read in the Confucius Temple Disciples' Living Quarter.</color>","หนังสือที่บันทึกรายละเอียดสัตว์หายากและแปลกตาหลายชนิดพร้อมลักษณะเฉพาะของพวกมัน\n<#d09a09>ใช้สำหรับ: สามารถอ่านได้ที่ห้องลูกศิษย์ของวัดขงจื้อ</color>"
ItemInfo_太上感应篇,"A short book that records up to a hundred kinds of good and evil behaviors, serving as a guideline for pursuing good and avoiding evil.\n<#d09a09>Usage: Can be read in the Confucius Temple Disciples' Living Quarter.</color>","หนังสือเล่มนี้มีความยาวไม่มากนัก แต่บันทึกความดีและความชั่วนับร้อยไว้เป็นแนวทางในการใฝ่หาความดีและละเว้นความชั่ว\n<#d09a09>ใช้สำหรับ: สามารถอ่านได้ที่ห้องลูกศิษย์ของวัดขงจื้อ</color>"
ItemInfo_三十三剑客图,"Woodblock prints depicting thirty-three swordsmen.\n<#d09a09>Usage: Can be read in the Confucius Temple Disciples' Living Quarter.</color>","ภาพพิมพ์แกะไม้เป็นรูปมือกระบี่สามสิบสามคน\n<#d09a09>ใช้สำหรับ: สามารถอ่านได้ที่ห้องลูกศิษย์ของวัดขงจื้อ</color>"
ItemInfo_礼书通故,"A hundred volumes in total, a book by later generations on the study of ""rites"".\n<#d09a09>Usage: Can be read in the Confucius Temple Disciples' Living Quarter.</color>","รวมทั้งหมดหนึ่งร้อยเล่ม เป็นหนังสือที่เขียนโดยคนรุ่นหลังเกี่ยวกับการศึกษาเรื่อง ""พิธีกรรม""\n<#d09a09>ใช้สำหรับ: สามารถอ่านได้ที่ห้องลูกศิษย์ของวัดขงจื้อ</color>"
ItemInfo_玉台新咏,"A collection of poems from the previous dynasty.\n<#d09a09>Usage: Can be read in the Confucius Temple Disciples' Living Quarter.</color>","หนังสือรวบรวมบทกวีจากราชวงศ์ก่อนๆ เรียบเรียงโดยคนรุ่นก่อน\n<#d09a09>ใช้สำหรับ: สามารถอ่านได้ที่ห้องลูกศิษย์ของวัดขงจื้อ</color>"
ItemInfo_推背图,"A strange book, it is said to predict events that will happen a thousand years later.\n<#d09a09>Usage: Can be read in the Confucius Temple Disciples' Living Quarter.</color>","หนังสือแปลกๆ ที่ว่ากันว่าทำนายเหตุการณ์ที่จะเกิดขึ้นอีกนับพันปีต่อจากนี้\n<#d09a09>ใช้สำหรับ: สามารถอ่านได้ที่ห้องลูกศิษย์ของวัดขงจื้อ</color>"
ItemInfo_康王手谕,"Duke Kang's hand decree, one of the credentials to pass through the West Border Patrol to the southwest region.","คำสั่งลายมือของอ๋องคัง, หนึ่งในหนังสือรับรองในการผ่านด่านชายแดนตะวันตก ไปยังภูมิภาคตะวันตกเฉียงใต้"
ItemInfo_齐王手谕,"Duke Qi's hand decree, one of the credentials to pass through the West Border Patrol to the southwest region.","คำสั่งลายมือของอ๋องฉี, หนึ่งในหนังสือรับรองในการผ่านด่านชายแดนตะวันตก ไปยังภูมิภาคตะวันตกเฉียงใต้"
ItemInfo_奇怪气味的书信,"A letter with a faint fragrance, this is a secret letter from Miao Muli to the master of Melody House, it's unknown what is written inside.",จดหมายที่มีกลิ่นหอมจางๆ นี่เป็นจดหมายลับจากเมี้ยวมู่หลี ถึงเจ้าตำหนักบทเพลง โดยไม่รู้ว่าข้างในเขียนอะไร
