﻿题库1_题目1,This is title 1,บทนำที่ 1
太学馆对对子_题目39_答案4,"Blue water, blue mountains, and green trees are lush.",นทีมรกตขุนเขาเขียว รายล้อมด้วยหมู่ไม้เขียวชอุ่ม
太学馆对对子_题目40_答案1,A real man is always poisonous.,ไร้ความเด็ดขาด มิอาจเรียกได้ว่าบุรุษแท้
太学馆对对子_题目40_答案2,"Without water, there is no literature.",หากไร้น้ำย่อมไม่เกิดบทกวี (สำนวนหมายถึง หากไร้สิ่งหล่อเลี้ยง ก็ยากมีผลงานเลิศ)
太学馆对对子_题目40_答案3,"No wind, no waves.",หากไร้ลมคลื่นก็มิอาจก่อตัว
太学馆对对子_题目40_答案4,No wind comes from an empty cave.,ลมย่อมไม่พัดจากโพรงว่างเปล่า ทุกสิ่งล้วนมีที่มา
太学馆对对子_题目41_答案1,"Why not leave and return, my friend?",มิตรแท้ จะไปหรือหวนคืนใยต้องกังวล
太学馆对对子_题目41_答案2,Squandered fortune can still be regained.,เงินทองพันตำลึง แม้สิ้นไปก็ยังหวนคืนมาได้
太学馆对对子_题目41_答案3,A brave man leaves and never returns.,วีรบุรุษจากไป ไม่หวนกลับ
太学馆对对子_题目41_答案4,Savor the fine food and wine once more.,ลิ้มรสสุราและอาหารเลิศรสอีกครา
太学馆对对子_题目42_答案1,For there is a source of living water.,เพราะมีแหล่งกำเนิด น้ำแห่งชีวิตจึงคงอยู่เสมอ
太学馆对对子_题目42_答案2,A yellow crane flies in from the sky.,นกกระเรียนเหลืองโผบินลงมาจากฟากฟ้า
太学馆对对子_题目42_答案3,The waters of the Yellow River come from the heavens.,สายฮวงโหหลั่งมาจากสวรรค์เบื้องบน
太学馆对对子_题目42_答案4,Where does the immortal wander?,ตามหาเซียนมาจากแดนใด
太学馆对对子_题目43_答案1,The right path in the world is full of vicissitudes.,เส้นทางที่ถูกต้องในโลกเต็มไปด้วยความเปลี่ยนแปลง
太学馆对对子_题目43_答案2,One must enjoy life when one is successful.,จงดื่มด่ำชีวิตเมื่อสำเร็จ
太学馆对对子_题目43_答案3,I envy neither the mandarin ducks nor the immortals.,ข้ามิอิจฉาความรักของหยางอวี้ และมิใฝ่ฝันถึงความเป็นเซียน
太学馆对对子_题目43_答案4,Isn't the world a place for immortals?,โลกมนุษย์มิใช่ดินแดนเซียนหรอกหรือ?
太学馆对对子_题目44_答案1,The bright moon shines on people without intention.,ดวงจันทร์แม้ไร้จิตใจ แต่ยังคงส่องแสงให้ผู้คน
太学馆对对子_题目44_答案2,Willows grow into a grove without intention.,มิได้ตั้งใจปลูกหลิว แต่มันกลับงอกงามให้ร่มเงา
太学馆对对子_题目44_答案3,Thousands of rivers and mountains are all about love.,หมื่นสายน้ำพันขุนเขา ล้วนเต็มไปด้วยความผูกพัน
太学馆对对子_题目44_答案4,Peach and plum trees form a path without words.,ต้นท้อและต้นหลี่มิเอ่ยคำ แต่ทางเดินย่อมเกิดขึ้นเองด้วยคุณธรรม
太学馆对对子_题目45_答案1,Don't let the golden cup be empty under the moon.,อย่าให้ถ้วยทองว่างเปล่าใต้แสงจันทร์
太学馆对对子_题目45_答案2,Why play the lute to a cow?,ไยต้องดีดพิณให้วัวฟังเล่า
太学馆对对子_题目45_答案3,Don't use words to occupy your time.,อย่าใช้ถ้อยคำเพียงเพื่อแสวงหาชื่อเสียงชั่วคราว
太学馆对对子_题目45_答案4,The moon of today once shone on the ancients.,จันทราดวงนี้ที่ส่องแสง เคยฉายให้ผู้คนในอดีตมาแล้ว
太学馆对对子_题目46_答案1,It is the earth embankment that forms.,เพียงเม็ดดินรวมตัว คันดินจึงก่อกำเนิดขึ้นได้
太学馆对对子_题目46_答案2,The swan is a bird by the river.,หงส์คือนกริมสายธาร
太学馆对对子_题目46_答案3,The silkworm is an insect of the world.,ตัวไหมคือแมลงแห่งหล้า
太学馆对对子_题目46_答案4,Lust is the greatest of all evils.,กามราคะคือรากเหง้าแห่งบาปทั้งปวง
太学馆对对子_题目47_答案1,The flower in the mirror is just a reflection.,บุปผาในกระจก ก็คงเป็นเพียงบุปผาในกระจก
太学馆对对子_题目47_答案2,The flower in the dream seems real.,บุปผาในฝัน งามประหนึ่งบุปผาในความจริง
太学馆对对子_题目47_答案3,"Life is a dream, like the dream of the yellow millet.",ชีวิตมนุษย์ดุจความฝัน ลวงตาและชั่วครู่ดั่งข้าวหอมเหลือง
太学馆对对子_题目47_答案4,The person in the eye is the person in front.,บุคคลในดวงตา ก็คือผู้ที่อยู่เบื้องหน้า
太学馆对对子_题目48_答案1,A villain grinds another villain.,คนชั่ว ย่อมมีคนชั่วยิ่งกว่าคอยจัดการ
太学馆对对子_题目48_答案2,Heroes often see things similarly.,วีรบุรุษทั้งหลายมักเห็นพ้องกันในหลายเรื่อง
