﻿Fame-35_1_1,This pigeon letter...,นกพิราบส่งสาร...
PLD-1-3_8_14,Exactly.,ถูกต้องแล้ว
PLD-1-3_9_1,"(I can't believe I actually Random attack got a part of this ""Xuan-Yuan Treasure Codex"".",(นึกไม่ถึงเลยว่าข้าจะบังเอิญได้ครอบครองส่วนหนึ่งของ《บันทึกซวนหยวน》นี้)
PLD-1-3_10_1,"Alas, the old Taoist originally thought that the young man was just making a threat, and everything in the sect was as usual. He didn't expect... that someone had already been here.",เฮ้อ เดิมทีข้าคิดว่าเจ้าหนุ่มคนนั้นแค่ขู่เท่านั้น และทุกอย่างในสำนักก็เป็นปกติ ไม่คาดคิดเลยว่า... ที่แท้เขาได้มาเยือนที่นี่แล้ว
PLD-1-3_10_2,……,……
PLD-1-3_11_1,"{PlayerName}, you go and warn the others, don't make the same mistake as the old Taoist.",{PlayerName} เจ้าไปเตือนคนอื่นๆ อย่าได้ทำผิดพลาดซ้ำรอยข้าอีก
PLD-1-3_11_2,Okay.,ตกลง  
PLD-1-3_12_1,"Now all three sects have been raided, and only the part of the ""Xuan-Yuan Treasure Codex"" in Linlang Temple is missing.",ตอนนี้ทั้งสามสำนักถูกบุกไปหมดแล้ว เหลือเพียงส่วนของ《บันทึกซวนหยวน》ที่วัดหลินหลางเท่านั้น
PLD-1-3_12_2,"The old Taoist is worried that Linlang Temple will be the next target, {PlayerName}, go to Linlang Temple before everything settles down!",ข้ากังวลว่าวัดหลินหลางจะเป็นเป้าหมายต่อไป {PlayerName} รีบไปที่วัดหลินหลางก่อนที่ทุกอย่างจะสายเกินไป!
PLD-1-3_12_3,Leave it to me.,ไว้ใจข้าได้
PLD-1-3_12_4,"""Please {PlayerName} come to Linlang Temple quickly."" Only these few words, could it be that Linlang Temple has already...","""{PlayerName} โปรดรีบมาที่วัดหลินหลางโดยด่วน"" ข้อความมีเพียงเท่านี้ อย่าบอกนะว่าวัดหลินหลางจะถูก..."
PLD-1-3_12_5,"There's no time to lose, I have to hurry to Linlang Temple!",ไม่มีเวลาให้เสียแล้ว ข้าต้องรีบไปที่วัดหลินหลางโดยด่วน!
PLD-1-3_13_1,"Now that Zhong Yangzi is dead and the Taoist Sect is in decline, even if someone has been here, it's probably hard to tell, right...",ตอนนี้ฉงหยางสื่อตายแล้ว และสำนักเต๋าก็อยู่ในช่วงตกต่ำ แม้ว่าจะมีคนเคยมาที่นี่ ก็คงยากที่จะบอกได้สินะ...
PLD-1-3_13_2,"You, you are--",เจ้า! เจ้าเป็นใคร—
PLD-1-3_13_3,"You villain, you killed the Spiritual master the other day, and today you dare to come back and destroy my forbidden stone door!",เจ้าคนชั่วช้า! เมื่อวันก่อนเจ้าสังหารท่านประมุข วันนี้ยังกล้ากลับมาทำลายประตูหินต้องห้ามของข้าอีกหรือ!
PLD-1-3_13_4,What forbidden stone door? I don't know what you're talking about.,ประตูหินต้องห้ามอะไร? ข้าไม่รู้ว่าเจ้ากำลังพูดเรื่องอะไรอยู่
PLD-1-3_13_5,"At this point, you still want to deny it?",มาถึงขนาดนี้แล้ว เจ้ายังจะปฏิเสธอีกหรือ?
PLD-1-3_13_6,"You're not even a match for your master, what can you do?",แม้แต่เจ้าสำนักของพวกเจ้ายังมิอาจต่อกรข้าได้ แล้วเจ้าเล่า จะทำอะไรได้?
PLD-1-3_13_7,"You, you--",เจ้า เจ้า--
PLD-1-3_13_8,"Even if I die today, I will never tolerate your nonsense in the Taoist Sect!",ถึงแม้ว่าวันนี้ข้าจะต้องตาย ข้าก็จะไม่ยอมให้เจ้ามาทำเรื่องเหลวไหลในสำนักเต๋าเด็ดขาด!
PLD-1-3_13_9,"Alas, isn't it good to be alive, why seek death.","เฮ้อ, มีชีวิตอยู่ก็ดีอยู่แล้ว ทำไมต้องหาเรื่องตายด้วยเล่า"
PLD-1-3_13_10,"But what did he just say about ""destroying his forbidden stone door""? Could something have happened here?","แต่เมื่อครู่นี้เขาพูดว่าอะไรนะ ""ทำลายประตูหินต้องห้ามของเขา"" ? หรือว่าจะมีอะไรเกิดขึ้นที่นี่?"
PLD-1-3_13_11,"Unfortunately, he can't talk anymore, and there's no trace of anything here, better Run away from here first.",น่าเสียดายที่เขาไม่อาจปริปากได้อีกต่อไป ที่นี่ก็ไร้ซึ่งร่องรอยเบาะแสใดๆ ควรจะรีบออกจากที่นี่เสียโดยเร็ว
PLD-1-3_14_1,Is this... a pigeon message?,นี่คือ... ข้อความจากนกพิราบสื่อสารหรือ?
PLD-1-3_14_2,"It's another letter from Senior Fu Yaozi, let's see what it says...",เป็นจดหมายอีกฉบับจากท่านอาวุโสฝูเหยาจื่อ มาดูกันว่ามีอะไรเขียนไว้...
PLD-1-3_14_3,"""Please come to Linlang Temple quickly, {PlayerName}."" Only these few words, could something have happened at Linlang Temple?","""{PlayerName} โปรดมาที่วัดหลินหลางโดยด่วน"" ข้อความมีเพียงเท่านี้ หรือว่าจะมีเรื่องอะไรเกิดขึ้นที่วัดหลินหลาง?"
PLD-1-3_14_4,"First it was the three sects, now it's Linlang Temple... It's really worrying, I should hurry to Linlang Temple.",ตอนแรกก็สามสำนักใหญ่ ตอนนี้ก็วัดหลินหลาง... น่าเป็นห่วงจริง ๆ ข้าควรรีบไปที่วัดหลินหลาง
PLD-1-4_1_1,"{PlayerName}, hand over the ""Prayer Manual""!",{PlayerName} ส่ง《คัมภีร์ภาวนา》มาซะ!
