﻿SlgTechName_科技0,Technology 0,วิทยาการ 0
SlgTechInfo_本草门_解锁dlc素女剑法,Unlock martial arts for the sect: Pure Maiden Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: กระบี่ดรุณีใจสงบ
SlgTechInfo_本草门_解锁dlc凌尘剑法,Unlock martial arts for the sect: Mortal Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงกระบี่ธุลีดิน
SlgTechInfo_本草门_解锁dlc金匮要略,Unlock martial arts for the sect: Golden Manual.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ตำรายาห้องทอง
SlgTechInfo_本草门_解锁dlc四圣心源,Unlock martial arts for the sect: Four Saints Origin.,ปลดล็อกวรยุทธ์สำหรับสำนัก: สี่หัวใจศักดิ์สิทธิ์
SlgTechInfo_万兽山庄_解锁dlc蟠龙棍法,Unlock martial arts for the sect: Dragon Staff.,ปลดล็อกวรยุทธ์สำหรับสำนัก: พลองมังกร
SlgTechInfo_万兽山庄_解锁dlc太乙剑法,Unlock martial arts for Sect: Taiyi Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงกระบี่ไทยี่
SlgTechInfo_万兽山庄_解锁dlc云林棍法,Unlock martial arts for the sect: Cloud Forest Staff.,ปลดล็อกวรยุทธ์สำหรับสำนัก: พลองป่าเมฆา
SlgTechInfo_万兽山庄_解锁dlc太虚十八剑,Unlock martial arts for the sect: Taixu Eighteen Swords.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ไท่ซวีสิบแปดกระบี่
SlgTechInfo_万兽山庄_解锁dlc天罡飞龙杖,Unlock martial arts for the sect: Polaris Wyvern Staff.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ไม้เท้ามังกรสวรรค์
SlgTechInfo_万兽山庄_解锁dlc浮华掠影剑,Unlock martial arts for the sect: Illusion Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงกระบี่มายาลวง
SlgTechInfo_万兽山庄_解锁dlc御兽术,Unlock martial arts for the sect: Beast Taming Skill.,ปลดล็อกวรยุทธ์สำหรับสำนัก: วิชาฝึกสัตว์
SlgTechInfo_万兽山庄_解锁dlc兽吼功,Unlock martial arts for the sect: Beast Howling Move.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ราชสีห์คำราม
SlgTechInfo_万兽山庄_解锁dlc兽王诀,Unlock martial arts for the sect: Beast King Technique.,ปลดล็อกวรยุทธ์สำหรับสำนัก: วิชาราชาสัตว์ร้าย
SlgTechInfo_燕子窝_解锁dlc破空梭,Unlock martial arts for the sect: Wind Breaker.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ผ่าวายุ
SlgTechInfo_燕子窝_解锁dlc疾风刺,Unlock martial arts for the sect: Wind Stab.,ปลดล็อกวรยุทธ์สำหรับสำนัก: แทงวายุกระโชก
SlgTechInfo_燕子窝_解锁dlc风雷刺法,Unlock martial arts for the sect: Thunderstorm Strike.,ปลดล็อกวรยุทธ์สำหรับสำนัก: แทงวายุพิฆาตอัสนี
SlgTechInfo_燕子窝_解锁dlc云龙三现,Unlock martial arts for the sect: Cloud Dragon Three Strikes.,ปลดล็อกวรยุทธ์สำหรับสำนัก: สามมังกรเมฆาจู่โจม
SlgTechInfo_燕子窝_解锁dlc刺秦要诀,Unlock martial arts for the sect: Killer's Secret.,ปลดล็อกวรยุทธ์สำหรับสำนัก: คัมภีร์ลับสังหารฉิน
SlgTechInfo_燕子窝_解锁dlc捕风诀,Unlock martial arts for the sect: Wind Walker Manual.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เคล็ดวิชาเหยียบวายุ
SlgTechInfo_燕子窝_解锁dlc凌云步,Unlock martial arts for the sect: Cloud Walker Step.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ทะยานบันไดเมฆา
SlgTechInfo_燕子窝_解锁dlc天女散花,Unlock martial arts for the sect: Celestial Lady Scattering Flowers.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เทพธิดาโปรยบุปผา
SlgTechInfo_神捕门_解锁dlc须弥剑法,Unlock martial arts for Sect: Sumeru Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงกระบี่เขาพระสุเมรุ
SlgTechInfo_神捕门_解锁dlc风沙刀法,Unlock martial arts for the sect: Sandstorm Blade.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ดาบพายุทราย
SlgTechInfo_神捕门_解锁dlc贪狼剑法,Unlock martial arts for the sect: Flirting Star Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: กระบี่หยอกดารา
SlgTechInfo_神捕门_解锁dlc盘空刀法,Unlock martial arts for the sect: Empty Blade.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ดาบเวียนนภา
SlgTechInfo_神捕门_解锁dlc磐龙剑法,Unlock martial arts for the sect: Dragon Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงกระบี่มังกร
SlgTechInfo_神捕门_解锁dlc天魔刀法,Unlock martial arts for the sect: Archdemon Blade.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ดาบมารสวรรค์
SlgTechInfo_神捕门_解锁dlc莽牛劲,Unlock martial arts for the sect: Ox Power.,ปลดล็อกวรยุทธ์สำหรับสำนัก: พลังวัวคลั่ง
SlgTechInfo_神捕门_解锁dlc纯阳功,Unlock martial arts for the sect: Pure Yang Skill.,ปลดล็อกวรยุทธ์สำหรับสำนัก: พลังหยางบริสุทธิ์
SlgTechInfo_神捕门_解锁dlc祈禳大法,Unlock martial arts for the sect: Prayer Manual.,ปลดล็อกวรยุทธ์สำหรับสำนัก: คัมภีร์ภาวนา
SlgTechInfo_虎威镖局_解锁dlc破甲刀法,Unlock martial arts for the sect: Armor Breaker Blade.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ดาบผ่าเกราะ
SlgTechInfo_虎威镖局_解锁dlc雁行刀法,Unlock martial arts for the sect: Wild Goose Blade.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ดาบห่านป่า
SlgTechInfo_虎威镖局_解锁dlc霹雳刀法,Unlock martial arts for the sect: Thunder Blade.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ดาบอัสนี
SlgTechInfo_虎威镖局_解锁dlc一刀斩,Unlock martial arts for the sect: One Blade.,ปลดล็อกวรยุทธ์สำหรับสำนัก: พิฆาตในดาบเดียว
SlgTechInfo_虎威镖局_解锁dlc破甲劲,Unlock martial arts for the sect: Armor Breaker Move.,ปลดล็อกวรยุทธ์สำหรับสำนัก: วิชาทลายเกราะ
SlgTechInfo_虎威镖局_解锁dlc五禽戏,Unlock martial arts for the sect: Five Animal Forms.,ปลดล็อกวรยุทธ์สำหรับสำนัก: กายบริหารห้าสัตว์
SlgTechInfo_夜摩坊_解锁dlc游龙剑法,Unlock martial arts for the sect: Dragon Roaming Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: กระบี่มังกรร่ายรำ
SlgTechInfo_夜摩坊_解锁dlc九宫剑法,Unlock martial arts for the sect: Nine Diagrams Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: กระบี่เก้าลักษณ์
SlgTechInfo_夜摩坊_解锁dlc星月剑法,Unlock martial arts for the sect: Moon Star Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: กระบี่จันทร์ดารา
SlgTechInfo_夜摩坊_解锁dlc忘忧剑法,Unlock martial arts for the sect: Forgotten Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงกระบี่ลืมทุกข์
SlgTechInfo_夜摩坊_解锁dlc调息法,Unlock martial arts for the sect: Breathing Technique.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เคล็ดปรับลมหายใจ
SlgTechInfo_夜摩坊_解锁dlc天星诀,Unlock martial arts for the sect: Celestial Star Manual.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เคล็ดวิชาดาวสวรรค์
SlgTechInfo_琅琊剑阁_解锁dlc回风剑法,Unlock martial arts for the sect: Wind Reversal Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: กระบี่ลมหวน
SlgTechInfo_琅琊剑阁_解锁dlc九宫剑法,Unlock martial arts for the sect: Nine Diagrams Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: กระบี่เก้าลักษณ์
SlgTechInfo_琅琊剑阁_解锁dlc苍穹剑法,Unlock martial arts for the sect: Heaven Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงกระบี่ฟ้ากว้าง
SlgTechInfo_琅琊剑阁_解锁dlc求败九式,Unlock martial arts for the sect: Dugu Nine Swords.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เก้ากระบี่เดียวดาย
SlgTechInfo_琅琊剑阁_解锁dlc破天剑法,Unlock martial arts for the sect: Sky Breaker Sword.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงกระบี่ทลายฟ้า
SlgTechInfo_琅琊剑阁_解锁dlc剑法典籍,Unlock martial arts for the sect: Sword Mastery.,ปลดล็อกวรยุทธ์สำหรับสำนัก: วิชากระบี่พื้นฐาน
SlgTechInfo_琅琊剑阁_解锁dlc藏剑秘卷,Unlock martial arts for the sect: Hidden Sword Secret Manual.,ปลดล็อกวรยุทธ์สำหรับสำนัก: คัมภีร์ลับกระบี่ซ่อน
SlgTechInfo_琅琊剑阁_解锁dlc九霄真经,Unlock martial arts for the sect: Heaven Sutra.,ปลดล็อกวรยุทธ์สำหรับสำนัก: คัมภีร์เก้าชั้นฟ้า
SlgTechInfo_摸金门_解锁dlc蟠龙棍法,Unlock martial arts for the sect: Dragon Staff.,ปลดล็อกวรยุทธ์สำหรับสำนัก: พลองมังกร
SlgTechInfo_摸金门_解锁dlc大力棍法,Unlock martial arts for the sect: Brutal Staff.,ปลดล็อกวรยุทธ์สำหรับสำนัก: กระบองพิฆาต
SlgTechInfo_摸金门_解锁dlc疯魔棍法,Unlock martial arts for the sect: Insanity Staff.,ปลดล็อกวรยุทธ์สำหรับสำนัก: พลองมารคลั่ง
SlgTechInfo_摸金门_解锁dlc混元棍法,Unlock martial arts for the sect: Origin Staff.,ปลดล็อกวรยุทธ์สำหรับสำนัก: พลองรวมศูนย์
SlgTechInfo_摸金门_解锁dlc破甲劲,Unlock martial arts for the sect: Armor Breaker Move.,ปลดล็อกวรยุทธ์สำหรับสำนัก: วิชาทลายเกราะ
SlgTechInfo_摸金门_解锁dlc寻龙术,Unlock martial arts for the sect: Dragon Seeker Manual.,ปลดล็อกวรยุทธ์สำหรับสำนัก: ล่าหลุมฝังมังกร
SlgTechInfo_青风寨_解锁dlc修罗刀法,Unlock martial arts for the sect: Shura Blade.,ปลดล็อกวรยุทธ์สำหรับสำนัก: เพลงดาบอสุรา
