﻿BuffInfo_DLC教学特征1,Giant Roll increases Attack and Defense.,เพิ่มการโจมตีและการป้องกันอย่างมาก
main-6_op_1_1,"There's nothing to be afraid of, we can deal with whatever comes.",ไม่มีอะไรที่ต้องกลัว ศัตรูมาก็สู้ เราสามารถจัดการได้ทุกอย่างที่เข้ามา!
main-6_op_1_2,It's not time for the second treasure to come out yet.,ตอนนี้ยังไม่ใช่เวลาที่สมบัติชิ้นที่สองจะปรากฏ
main-6_2_1,"There's nothing to be afraid of, go find the Ghost Hand Divine Craftsman quickly.",ไม่มีอะไรที่ต้องกลัว รีบไปหาช่างเทวะมือปีศาจมาโดยเร็วเถอะ
main-6_2_2,"Yes, sir!",รับทราบ!
main-6_3_1,"You make sense, it's not the best time for the second treasure to appear.",เจ้าพูดถูก ตอนนี้ยังไม่ใช่เวลาที่เหมาะสมที่สุด
main-6_3_2,We still need Hidden Talent to further expand our strength.,เรายังต้องเก็บซ่อนฝีมือไว้ สะสมกำลังให้แข็งแกร่งยิ่งขึ้น
main6-a_1_1,It's really a Heart Zhai!,นี่แหละคือ 'ใจสงบ'!
main6-a_1_2,"This ring is spiritual and restrained, it nourishes the body and heart, and I finally see it today.",แหวนวงนี้แฝงด้วยพลังภายใน บำรุงร่างกายและจิตใจ ในที่สุดข้าก็ได้พบมันแล้วในวันนี้
main6-a_1_3,"Leave the rest to me, I need three months to repair!",ส่วนที่เหลือปล่อยให้ข้าจัดการต่อ ข้าต้องการเวลาอีกสามเดือนเพื่อซ่อมแซม!
main6-a_name,Main Quest,ภารกิจหลัก
main6-a_log,Wait for the second treasure to be repaired.,รอการซ่อมสมบัติชิ้นที่สอง
main6-b_name,Main Quest,ภารกิจหลัก
main6-b_log,Send someone to find the Ghost Hand Divine Craftsman to repair the second treasure.,ส่งคนไปตามหา ช่างเทวะมือปีศาจ เพื่อซ่อมแซมสมบัติชิ้นที่สอง
main-7_1_1,"The second treasure has finally been successfully repaired, hahaha!",ในที่สุด สมบัติชิ้นที่สองก็ซ่อมแซมสำเร็จ ฮ่า ๆ ๆ!
main-7_1_2,"There are three pieces left for the last one, bring them to me quickly!",ยังเหลืออีกสามชิ้นส่วนของสมบัติชิ้นที่สาม รีบนำมาให้ข้า!
main-7_1_3,Why do I feel that you are more anxious about repairing the treasure than we are...,ทำไมข้ารู้สึกว่าเรื่องซ่อมสมบัตินี้ เจ้ากระตือรือร้นกว่าพวกเราเสียอีก...
main-7_1_4,"Humph, it's such a treasure, it's natural to be anxious.",ฮึ! เรื่องสมบัติที่สำคัญเช่นนี้ ใครบ้างจะไม่เร่งรีบ?
main-7_1_5,"Now that we have two of the three treasures, the plan to rebuild the martial arts order and eliminate the disputes in the rivers and lakes is just one step away.",ตอนนี้สมบัติสามชิ้นเราได้มาสอง ใกล้ถึงก้าวสุดท้ายที่จะสร้างระเบียบยุทธภพใหม่และขจัดความวุ่นวาย!
main-7_1_6,Hmm? What's making you so panicked?,อืม? มีเรื่องใดที่ทำให้เจ้าตื่นตระหนกถึงเพียงนี้?
main-7_1_7,I... I just got a message from Cicada...,ข้า... ข้าเพิ่งได้รับข่าวมาว่า...
main-7_1_8,"What news, don't worry, take your time.",ข่าวอะไร ค่อย ๆ พูดมาอย่าเร่งร้อน
main-7_1_9,"Before the disappearance of the Nameless Hero, he put all his Martial Arts treasures in a treasure house.",ก่อนที่ยอดยุทธ์ไร้นามจะหายตัวไป เขาได้เก็บรวบรวมสุดยอดวรยุทธ์ทั้งหมดของเขาไว้ในคลังสมบัติแห่งหนึ่ง
