﻿BuffEffect_OnEnable,{0} gains <#00FF00>{1}</color> status,{0} ได้รับ สถานะ <#00FF00>{1}</color> 
BuffInfo_伙伴特征锱铢必较,"<#29F161>MP Cost decreases by 10%, Equip requirements decrease by 10%</color>."
BuffInfo_伙伴特征金刚体魄,Current <#29F161>HP maximum value increased by 5%</color>.
BuffInfo_伙伴特征偃武息戈,Inflict <#FE2929>5 points of Sealed</color> on the enemy during an Attack.
BuffInfo_伙伴特征来去飘忽,<#29F161>Action Speed +10</color>.
BuffInfo_伙伴特征春燕回翔,<#29F161>Action Speed +10</color>.
BuffInfo_伙伴特征疏而不漏,"<#29F161>Accuracy +15%, attacker's Parry -15%</color>."
BuffInfo_伙伴特征刀剑无眼,Inflict <#FE2929>5 points of Bleeding</color> on the enemy during an Attack.
BuffInfo_伙伴特征暴虐不仁,Inflict <#FE2929>5 points of Bleeding</color> on the enemy during an Attack.
BuffInfo_伙伴特征勇猛无挡,"When attacking, <#29F161>damage increases by 10%</color>."
BuffInfo_伙伴特征锐不可当,"After entering the battle, <#29F161>Combo rate increases by 15%</color>, <#29F161>Critical increases by 15%</color>."
BuffInfo_伙伴特征身形鬼魅,<#29F161>Initial Action Point 200</color>.
BuffInfo_伙伴特征滚滚波涛,Cause <#FE2929>5 points of Internal Injury</color> to the enemy when attacking.
BuffInfo_伙伴特征淬毒手段,Cause <#FE2929>5 points of Poisoned</color> to the enemy when attacking.
BuffInfo_伙伴特征势不可挡,"<#29F161>Critical+5%</color>, Attack<#29F161>target Parry-5%</color>."
BuffInfo_伙伴特征玄门正宗,<#29F161>MP Cost reduced by 15%</color>.
BuffInfo_伙伴特征毒蛊寄生,Attack enemy with 8 points of Poisoned; being hit will apply 8 points of Poisoned effect to the attacker.
BuffInfo_伙伴特征不求甚解,"The EXP required for martial arts upgrade is reduced by 50%, and the exclusive value obtained by external skill Learn is halved."
BuffInfo_伙伴特征风头正盛,"After entering the battle, Initial Action Point 100, when full health, <#29F161>Action Speed+25</color>."
BuffInfo_伙伴特征兄妹双簧,"When Ling Mengdie is on the field and alive, self <#29F161>Increases Damage 30%</color>, <#29F161>Action Speed+10</color>."
BuffInfo_伙伴特征隐身匿形,"If no Attack is made in this action and there are other friendly Characters on the field, self enters stealth; moving or attacking again will remove stealth."
BuffInfo_伙伴特征前朝皇族,Gain Spirit<#29F161>extra increase by 35%</color>.
BuffInfo_伙伴特征免死金牌,"Receive Finishing Strike Invincible, Recovery 100% HP, effective once per battle."
BuffInfo_伙伴特征孟尝遗风,"When all friendly personnel Attack, <#29F161>Increases Damage 25%</color>, when attacked, <#29F161>damage reduced by 25%</color>."
BuffInfo_伙伴特征孟尝遗风_队友,"When attacking, <#29F161>Increases Damage 25%</color>, when attacked, <#29F161>damage reduced by 25%</color>."
BuffInfo_伙伴特征醉生梦死,"When in a ""drunken"" state, triggering a Critical increases Damage by 25% and inflicts 10 points of Internal Injury on the enemy, while your own energy gathering speed increases by 15%, lasting until the end of the battle."
BuffInfo_伙伴特征醉生梦死没酒,"<#FE2929>Critical-10%, Evasion-10%, Parry-10%, Combo-5%</color>"
BuffInfo_伙伴特征灵台清明,Reduce one round of cooldown for martial arts on cooldown.
BuffInfo_伙伴特征逍遥二仙,"With La Tazhang in the same camp and alive, <#29F161>Movement Range+2, Action Speed+20, Evasion+5%</color>."
BuffInfo_伙伴特征金刚护体,"Poison Immunity, Seal Immunity, Bleed Immunity, Internal Injury Immunity, only take 50% damage from any Attack."
BuffInfo_伙伴特征佛法加持,"When a friendly Character is attacked, <#29F161>damage reduced by 25%, Parry+10%</color>."
BuffInfo_伙伴特征佛法加持_队友,"When attacked, <#29F161>damage reduced by 25%, Parry+10%</color>."
BuffInfo_伙伴特征涅槃重生,"Receive Finishing Strike Invincible, Recovery<#29F161>100%HPMP</color>, effective once per battle."
BuffInfo_伙伴特征离经叛道,"Release martial arts Pierce equipment Weapon restrictions; PierceWeapon condition is insufficient, Accuracy reduction restrictions."
BuffInfo_伙伴特征荤腥不忌,"Against animal enemies, <#29F161>final damage increases by 50%</color>."
BuffInfo_伙伴特征磨刀霍霍,"When attacking, cause <#FE2929>10 points of Bleeding</color> to the enemy."
BuffInfo_伙伴特征得心应手,<#29F161>Equip requirement reduced by 15%</color>.
BuffInfo_伙伴特征水寨寨主,"For each ally Character present, <#29F161>Increases Damage by 2%, Decreases Damage received by 2%</color>."
BuffInfo_伙伴特征暗劲激发,Causes <#FE2929>5 points of Internal Injury and 5 points of Sealed</color> to the enemy when Attacking.
BuffInfo_伙伴特征喜怒无常,Final damage fluctuates randomly between 75% and 200% when Attacking.
BuffInfo_伙伴特征铁骨铮铮,"The less HP remaining, the higher the damage, for every 1% decrease in HP, the final Increases Damage by 0.25%."
BuffInfo_伙伴特征目不视物,Blind Immunity,ต้านสถานะตาบอด
BuffInfo_伙伴特征听声辨位,<#29F161>Accuracy+20%</color>.
BuffInfo_伙伴特征连珠射艺,"After performing Throwing, there's a 25% chance to act again (cannot be triggered consecutively)."
BuffInfo_伙伴特征暗器奇才,Throwing limit reaches 350.
BuffInfo_伙伴特征琴棋书画,"When the Four Sages are in the same camp and alive, Damage increases by 10%, Damage reduction increases by 10%, Action Speed+15."
BuffInfo_伙伴特征步步为营,"Attack<#29F161>Increases Damage by 25%, Action Speed-10."
BuffInfo_伙伴特征势大力沉,<#29F161>Critical Increases Damage by 25%</color>.
BuffInfo_伙伴特征大器晚成,"EXP decay by 50% for defeating enemies in battle before level 45, 100% bonus after level 45."
BuffInfo_伙伴特征识破剑招,"When attacked by swordsmanship, <#29F161>final damage is reduced by 30%</color>."
BuffInfo_伙伴特征武道奇才,Experience required for martial arts upgrade reduced by 15%; Equip requirement reduced by 15%.
BuffInfo_伙伴特征剑锋披靡,25% chance to trigger Instant death on non-Boss Characters below 30 levels of self.
BuffInfo_伙伴特征国色天香,"When attacked by male enemies, only 85% damage is received."
BuffInfo_伙伴特征自惭形秽,"When attacked by female enemies, only 85% damage is received."
BuffInfo_伙伴特征倾国倾城,"When attacked by male enemies, the final damage received is reduced by 50%; when attacked by female enemies, the final damage received is reduced by 25%."
BuffInfo_伙伴特征暗送无常,Inflict <#FE2929>5 points of Bleeding</color> on the enemy during an Attack.
BuffInfo_伙伴特征深究其理,"Experience required for martial arts upgrade increased by 50%, exclusive value gained from external skills Learn increased by 100%."
BuffInfo_伙伴特征脏街之主,"For each surviving ally, Attack<#29F161>Increases Damage by 5%</color>."
BuffInfo_伙伴特征如封似闭,Causes <#FE2929>10 points of Sealed</color> to the enemy when Attacking.
BuffInfo_伙伴特征死里逃生,"Survives with 1 HP after receiving a Finishing Strike, effective once per battle."
BuffInfo_伙伴特征日进斗金,Earns 75*Jianghu days of Coin each day.
BuffInfo_伙伴特征雁过拔毛,"15% chance to steal money from the target when Attacking, up to 100 Wen.",มีโอกาส 15% ที่จะขโมยเงินจากเป้าหมายเมื่อโจมตี สูงสุด 100 ตำลึง
BuffInfo_伙伴特征斤斤计较,Martial arts MP consumption reduced by 25%.
BuffInfo_伙伴特征野心勃勃,"For each ally Character alive on the battlefield, Increases Damage by 3%, Damage reduction increases by 3%, Action Speed+2."
BuffInfo_伙伴特征众将听命,"All allies Increases Damage by 25% when Attacking, Damage received reduced by 25% when attacked."
BuffInfo_伙伴特征众将听命_队友,"When attacking, <#29F161>Increases Damage 25%</color>, when attacked, <#29F161>damage reduced by 25%</color>."
BuffInfo_伙伴特征先斩后奏,15% chance to Instant death when Attacking targets below level 30.
BuffInfo_伙伴特征余音绕梁,"When performing martial arts, ally Character's MP consumption reduced by 25%, enemy's MP consumption increased by 25%."
BuffInfo_伙伴特征余音绕梁1_光环,"When performing martial arts, <#29F161>MP consumption reduced by 25%</color>."
BuffInfo_伙伴特征余音绕梁2_光环,"When performing martial arts, <#FE2929>MP consumption increased by 25%</color>."
BuffInfo_伙伴特征大音稀声,"When Attacking, ally <#29F161>Increases Damage by 10%</color>, enemy <#29F161>Damage reduced by 10%</color>."
BuffInfo_伙伴特征大音稀声1_光环,"When attacking, <#29F161>damage increases by 10%</color>."
BuffInfo_伙伴特征大音稀声2_光环,"When Attacking, <#FE2929>Damage reduced by 10%</color>."
BuffInfo_伙伴特征江湖郎中,"Comes with HealSkill, effects of Poisoned, Internal Injury, Sealed, Bleeding, Blinded are halved."
BuffInfo_伙伴特征久病成医,Maximum limit of Medical is 350.
BuffInfo_伙伴特征目无全牛,Final damage increased by 30% against animal enemies.
BuffInfo_伙伴特征九黎圣女,Immune to Poison; Allies' Poisoned effect is halved.
BuffInfo_伙伴特征九黎圣女_队友,Poisoned effect is halved.
BuffInfo_伙伴特征心有灵犀,"Effective after ""Three flowers converge"" state is lifted, can learn any Manual regardless of learning conditions."
BuffInfo_伙伴特征武学奇才,"Effective after ""Three flowers converge"" state is lifted, experience required for martial arts upgrade is reduced by 100%, exclusive value gained from learning external skills is increased by 100%."
BuffInfo_伙伴特征举一反三,"Effective after ""Three flowers converge"" state is lifted, EXP gained from defeating enemies in battle is increased by 50%."
BuffInfo_伙伴特征三花聚顶,"As Level increases, the chance of triggering Slumber when it's your turn to act increases."
BuffInfo_伙伴特征尽忠报国,"Invincible to Finishing Strike, left with 1 HP, effective once per battle."
