﻿KungfuInfo_Level,The {0}th level,ขั้นที่{0}
KungfuCastBuffInfo_无极剑法buff1,"When the main internal force is harmonious, Attack can Pierce the enemy's armor properties and effects.","เมื่อพลังภายในหลักเป็นกลาง, การโจมตีสามารถเจาะทะลุคุณสมบัติและประสิทธิภาพชุดเกราะของศัตรูได้"
KungfuCastBuffInfo_无极剑法buff2,"When Sword reaches 200, the final Increases Damage by 50%.","เมื่อค่ากระบี่ถึง 200, ความเสียหายสุดท้ายจะเพิ่มขึ้น 50%."
KungfuCastBuffInfo_无极剑法buff3,"When learning the <#d09a09>Infinity Origin Move</color> internal skill, the final Increases Damage by 150%.","เมื่อคุณเรียนรู้กำลังภายใน <#d09a09>พลังรวมศูนย์ไร้สิ้นสุด</color>, ความเสียหายสุดท้ายจะเพิ่มขึ้น 150%."
KungfuCastBuffInfo_无名剑法buff1,"When the main internal skill is Legendary Yang, this Attack on the enemy will definitely be Critical.","เมื่อกำลังภายในหลักเป็นหยาง, การโจมตีใส่ศัตรูจะติดคริติคอลแน่นอน"
KungfuCastBuffInfo_无名剑法buff2,"When Sword reaches 200, the final Increases Damage by 80%.","เมื่อค่ากระบี่ถึง 200 ทุก, ความเสียหายสุดท้ายจะเพิ่มขึ้น 80%."
KungfuCastBuffInfo_无名剑法buff3,"When Equipping a Legendary sword Weapon, the final Increases Damage by 100%.","เมื่อสวมใส่อาวุธกระบี่ระดับตำนาน, ความเสียหายสุดท้ายจะเพิ่มขึ้น 100%"
KungfuCastBuffInfo_浮华掠影剑buff1,"When Sword reaches 150, each increase of 1 point in Sword ultimately increases damage by 1%, up to a maximum of 200%.",เมื่อค่ากระบี่ถึง 150 ทุกๆ 1 แต้มที่เพิ่มขึ้นในค่ากระบี่ ความเสียหายสุดท้ายจะเพิ่มขึ้น 1% สูงสุดไม่เกิน 200%
KungfuCastBuffInfo_浮华掠影剑buff2,"For every enemy defeated, your own Action Speed increases by 15 points, lasting until the end of the battle.",สำหรับศัตรูทุกตัวที่พ่ายแพ้ ความเร็วท่าร่างของคุณจะเพิ่มขึ้น 15 แต้ม ซึ่งจะคงอยู่จนจบการต่อสู้
KungfuCastBuffInfo_浮华掠影剑buff3,"For every 1 point that your own Dexterity is higher than the enemy's Dexterity, it reduces the enemy's charge by 10 points, up to a maximum reduction of 300 points.","ทุกๆ 1 แต้มที่ค่า""คล่องแคล่ว""ของคุณสูงกว่าของศัตรู, ลดค่าปราณเคลื่อนที่ศัตรูลง 10 แต้ม สูงสุดที่ลดลง 300 แต้ม"
KungfuCastBuffInfo_破天剑法buff1,"When the main internal strength is Legendary Yang, this Attack on the enemy will definitely be Critical.","เมื่อกำลังภายในหลักคือ""หยาง""ระดับ""ตำนาน"",การโจมตีใส่ศัตรูจะติดคริติคอลแน่นอน"
KungfuCastBuffInfo_破天剑法buff2,Reduce the enemy's current MP by 15%.,ลดพลังภายในของศัตรูลง 15% 
KungfuCastBuffInfo_破天剑法buff3,"The higher the enemy's Internal Injury, the higher the damage they receive, with each point of Internal Injury increasing final Increases Damage by 2%.","ยิ่งบาดเจ็บภายในของศัตรูสูงเท่าไหร่ ความเสียหายที่ได้รับก็จะยิ่งมากขึ้นเท่านั้น, ทุกค่าบาดเจ็บภายใน จะเพิ่มความเสียหายสุดท้าย 2%"
KungfuCastBuffInfo_秋风掌法buff1,"Reduce 35 points of energy gathering from the enemy when attacking, if Critical is triggered, reduce 75 points of energy gathering.",เมื่อโจมตี ลดปราณเคลื่อนที่ของศัตรูลง 35 แต้ม หากติดคริติคอล ลดปราณเคลื่อนที่ของศัตรูลง 75 แต้ม
KungfuCastBuffInfo_空空拳法buff1,"When the passive skill ""Damage transfer"" is activated, the final damage increases by 40%.",การเปิดใช้งานพลังแฝงของ 【เคลื่อนย้ายความเสียหาย】 ความเสียหายสุดท้ายเพิ่มขึ้น 40%
KungfuCastBuffInfo_空空拳法buff2,"When the passive skill ""Deadly strike"" is activated, the final damage increases by 40%.",การเปิดใช้งานพลังแฝงของ 【การโจมตีร้ายแรง】 ความเสียหายสุดท้ายเพิ่มขึ้น 40%
KungfuCastBuffInfo_大力金刚掌buff1,"When the protagonist's internal skill is Yang, Attack can Pierce enemy's Legendary or below armor attributes and effects.","เมื่อกำลังภายในหลักของตัวเอกคือ""หยาง"",การโจมตีสามารถเจาะทะลุค่าสถานะหลักและประสิทธิภาพของเกราะศัตรูระดับตำนานหรือต่ำกว่าได้"
KungfuCastBuffInfo_大力金刚掌buff2,"When Benevolence is above 0, every 10 points higher causes 2 points of Internal Injury to the enemy; when Benevolence is below 0, every 1 point lower causes 1 point of Internal Injury to yourself.","เมื่อค่า""ศีลธรรม""มีค่ามากกว่า 0, ทุกๆ 10 แต้มที่มากขึ้นจะทำให้ศัตรูได้รับบาดเจ็บภายใน 2 แต้ม; เมื่อค่า""ศีลธรรม""มีค่าน้อยกว่า 0, ทุกๆ 1 แต้มที่น้อยลงจะทำให้ตัวเองได้รับบาดเจ็บภายใน 1 แต้ม"
KungfuCastBuffInfo_凌空点穴手buff1,"For every 100 points that your current MP is higher than the enemy's current MP, it causes 1 point of Sealed to the enemy, up to a maximum of 15 points of Sealed.",ทุกๆ 100 แต้มที่ MP ปัจจุบันของคุณสูงกว่า MP ปัจจุบันของศัตรู จะทำให้ศัตรูได้รับสกัดจุด 1 แต้ม สูงสุดไม่เกิน 15 แต้มของการสกัดจุด
KungfuCastBuffInfo_凌空点穴手buff2,"The higher the enemy's Sealed, the higher the damage received, with each point of Sealed increasing the final damage by 1%.",ยิ่งศัตรูถูกสกัดจุดมากเท่าไร ความเสียหายที่ได้รับก็จะยิ่งมากขึ้นเท่านั้น ทุกๆ 1 แต้มของสกัดจุดจะเพิ่มความเสียหายสุดท้าย 1%
KungfuCastBuffInfo_灵蛇缠丝掌buff1,"When the main internal force is negative, it causes 10 points of Poisoned to the enemy.","เมื่อกำลังภายในหลักเป็นหยิน, จะทำให้ศัตรูติดพิษ 10 แต้ม"
KungfuCastBuffInfo_灵蛇缠丝掌buff2,"For every 20 points that your own Toxicology is higher than the enemy's Toxicology, it causes 1 point of Poisoned to the enemy, up to a maximum of 15 points of Poisoned.","ทุกๆ 20 แต้มที่ศาสตร์พิษของคุณเองสูงกว่าของศัตรู, จะทำให้ศัตรูติดพิษ 1 แต้ม สูงสุดไม่เกิน 15 แต้ม"
KungfuCastBuffInfo_伤情别离掌buff1,"When the main internal skill is Yin, inflict Vulnerable effect on the enemy (lasts for 1 action)【<#F3DE99>Vulnerable: Must be Critical when attacked</color>】.","เมื่อกำลังภายในหลักเป็นหยิน, สร้างสถานะเปราะบางต่อศัตรู (คงอยู่ 1 รอบ) 【<#F3DE99>เปราะบาง: ติดคริติคอลเมื่อถูกโจมตี</color>】"
KungfuCastBuffInfo_伤情别离掌buff2,"When Mood is below 50, each point lower increases the final damage by 1.6%.","เมื่อ""อารมณ์""ต่ำกว่า 50 ทุกๆ 1 แต้มที่ต่ำลงความเสียหายสุดท้ายจะเพิ่มขึ้น 1.6% "
KungfuCastBuffInfo_降龙伏虎拳buff1,"For every 1 point that your Fist is higher than the enemy's Fist, the final damage increases by 0.4%, up to a maximum of 40%.","ทุกๆ 1 ค่าหมัด ที่มากกว่าของศัตรู, จะสร้างความเสียหายเพิ่มขึ้น 0.4% มากสุด 40%"
KungfuCastBuffInfo_降龙伏虎拳buff2,"When Stamina is above 50, each point higher increases the final damage by 0.5%, up to a maximum of 40%.","เมื่อ ""แรงกาย"" มากกว่า 50, ทุกๆ แต้มที่มากขึ้น สร้างความเสียหายเพิ่มขึ้น 0.5% มากสุด 40%"
KungfuCastBuffInfo_玄阴化骨手buff1,"When the main internal force is Yin, it causes 15 points of Internal Injury to the enemy.",เมื่อกำลังภายในหลักเป็นหยิน จะทำให้ศัตรูได้รับบาดเจ็บภายใน 15 คะแนน
KungfuCastBuffInfo_玄阴化骨手buff2,"For every 25 points that your current MP is higher than the enemy's current MP, it reduces the enemy's current MP by 0.1%, up to a maximum reduction of 5%.",ทุก ๆ 25 แต้มที่ MP ปัจจุบันของคุณสูงกว่า MP ปัจจุบันของศัตรู จะลด MP ปัจจุบันของศัตรูลง 0.1% สูงสุดที่ลดลง 5%
KungfuCastBuffInfo_太极拳buff1,"When you learn the internal skill <#c851ff>Nether Taichi</color>, it causes 15 points of Internal Injury to the enemy.",เมื่อเรียนรู้กำลังภายใน <#c851ff>พลังไท้เก๊ก</color> จะทำให้ศัตรูได้รับบาดเจ็บภายใน 15 แต้ม
KungfuCastBuffInfo_太极拳buff2,"For every 100 points that your current MP is higher than the enemy's current MP, it causes 1 point of Internal Injury to the enemy, up to a maximum of 15 points of Internal Injury.",ทุกๆ 100 แต้มที่ MP ปัจจุบันของคุณสูงกว่า MP ปัจจุบันของศัตรู จะทำให้ศัตรูได้รับบาดเจ็บภายใน 1 แต้ม สูงสุดไม่เกิน 15 แต้มของการบาดเจ็บภายใน
KungfuCastBuffInfo_醉仙拳buff1,"When in ""Drunk"" state, final Increases Damage by 30%, when Critical is triggered, Critical Increases Damage by 10%.","เมื่ออยู่ในสถานะ ""เมา"" สร้างความเสียหายเพิ่มขึ้น 30% ถ้าโจมตีติดคริติคอล จะสร้างความเสียหายคริติคอลเพิ่มขึ้น 10%"
KungfuCastBuffInfo_醉仙拳buff2,"After Attack, your own Evasion increases by 15%, lasting until the next action.",หลังโจมตี จะมีโอกาสหลบหลีกเพิ่มขึ้น 15% มีผลจนตาถัดไป
KungfuCastBuffInfo_般若掌buff1,"When the main internal force is positive, it randomly reduces the enemy's charge by 75~200 points.","เมื่อกำลังภายในหลักเป็นหยาง, จะสุ่มลดการชาร์จของศัตรูลง 75~200 แต้ม"
KungfuCastBuffInfo_般若掌buff2,"When Benevolence is above 0, every 10 points higher increases the final damage by 8%; when Benevolence is below 0, every 10 points lower reduces the final damage by 6%.","เมื่อค่า ""ศีลธรรม"" มีค่ามากกว่า 0 ทุกๆ 10 แต้มจะเพิ่มความเสียหายสุดท้ายขึ้น 8%; เมื่อ""ศีลธรรม""ต่ำกว่า 0 ทุกๆ 10 แต้มที่ลดลง จะลดความเสียหายสุดท้ายลง 6%"
