﻿UI_InstantKill,Instant death,เสียชีวิตทันที
UIRoleMenuPanel_LeftPanel_NpcInfo_Info_Viewport_Content,"Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. He has joined the army four times since the 20th year of Jianyan. Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. He has joined the army four times since the 20th year of Jianyan. Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. He has joined the army four times since the 20th year of Jianyan.",ชีวประวัติของเย่ว์เฟย: ตั้งแต่อายุยี่สิบปี เขาเข้าร่วมกองทัพสี่ครั้ง เริ่มตั้งแต่ปีที่ 20 ของเจียนหยาน ชีวประวัติของเย่ว์เฟย: ตั้งแต่อายุยี่สิบปี เขาเข้าร่วมกองทัพสี่ครั้ง เริ่มตั้งแต่ปีที่ 20 ของเจียนหยาน เขาได้เข้าร่วมกองทัพสี่ครั้งนับตั้งแต่ปีที่ 20 ของเจียนหยาน ชีวประวัติของเย่ว์เฟย: ตั้งแต่อายุยี่สิบปี เขาเข้าร่วมกองทัพสี่ครั้ง เริ่มตั้งแต่ปีที่ 20 ของเจียนหยาน เขาได้เข้าร่วมกองทัพสี่ครั้งนับตั้งแต่ปีที่ 20 ของเจียนหยาน ชีวประวัติของเย่ว์เฟย: ตั้งแต่อายุยี่สิบปี เขาเข้าร่วมกองทัพสี่ครั้ง เริ่มตั้งแต่ปีที่ 20 ของเจียนหยาน เขาได้เข้าร่วมกองทัพสี่ครั้งนับตั้งแต่ปีที่ 20 ของเจียนหยาน
BattleUI_BeforeBattle_ActorSelectBg_RestrictGroup_JoinCondition_JoinConditionTitle,Battle Conditions:,เงื่อนไขการต่อสู้:
BattleUI_BeforeBattle_ActorSelectBg_RestrictGroup_JoinCondition_JoinConditionContent,Only the protagonist and Li Bai can participate in the battle,มีเพียงตัวเอกและหลี่ไป๋เท่านั้นที่สามารถเข้าร่วมการต่อสู้ได้
BattleUI_BeforeBattle_ActorSelectBg_RestrictGroup_WinCondition_WinConditionTitle,Victory Conditions:,เงื่อนไขการเอาชนะ:
BattleUI_BeforeBattle_ActorSelectBg_RestrictGroup_WinCondition_WinConditionContent,Only the protagonist and Li Bai can participate in the battle,มีเพียงตัวเอกและหลี่ไป๋เท่านั้นที่สามารถเข้าร่วมการต่อสู้ได้
BattleUI_BeforeBattle_ActorSelectBg_RestrictGroup_FailCondition_FailConditionTitle,Defeat Conditions:,เงื่อนไขการแพ้:
BattleUI_BeforeBattle_ActorSelectBg_RestrictGroup_FailCondition_FailConditionContent,Only the protagonist and Li Bai can participate in the battle,มีเพียงตัวเอกและหลี่ไป๋เท่านั้นที่สามารถเข้าร่วมการต่อสู้ได้
BattleUI_BeforeBattle_ActorSelect_CharacterInfoPanelPrefab_FlyInTweener_JoinTweener_HpText,HP,HP
BattleUI_BeforeBattle_ActorSelect_CharacterInfoPanelPrefab_FlyInTweener_JoinTweener_EpText,MP,MP
BattleUI_BeforeBattle_ActorSelect_CharacterInfoPanelPrefab_FlyInTweener_Banner_Text,Join Battle,ร่วมต่อสู้
BattleUI_Actions_MainActions_Button_Bg_Text,Not enough MP,MP ไม่พอ
BattleUI_Actions_MainActions_Button_Bg_HotkeyNode_KeyText,1,1
BattleUI_Actions_ActionsGroup_DownRightV_BattleSp_InternalKungfu_BattleExit_InternalKungfu_Label,Skill Body,กำลังภายใน
BattleUI_Actions_ActionsGroup_DownRightV_BattleSp_HidWep_BattleExit_HidWep_Label,Hidden Weapon,อาวุธลับ
BattleUI_Actions_ActionsGroup_DownRightV_BattleSp_UseItem_BattleExit_UseItem_Label,Item,สิ่งของ
BattleUI_Actions_ActionsGroup_DownRightV_BattleSp_Wait_BattleExit_Wait_Label,Rest,พัก
BattleUI_Actions_ActionsGroup_DownRightV_BattleSp_Rest_BattleExit_Rest_Label,Rest,พัก
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Heal_BattleExit_Heal_Label,Heal,รักษา
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Heal_HotkeyNode_KeyText,1,1
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Poison_BattleExit_Poison_Label,Apply Poison,ใช้พิษ
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Poison_HotkeyNode_KeyText,1,1
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Detoxify_BattleExit_Detoxify_Label,Detoxify,ขจัดพิษ
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Detoxify_HotkeyNode_KeyText,1,1
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Focus_BattleExit_Focus_Label,Charge Up,ชาร์จพลัง
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Focus_HotkeyNode_KeyText,1,1
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Defence_BattleExit_Defence_Label,Defense,ป้องกัน
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Defence_HotkeyNode_KeyText,1,1
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Breath_BattleExit_Breath_Label,Rest,ทำสมาธิ
BattleUI_Actions_ActionsGroup_InternalKungfuFunction_BattleSp_Breath_HotkeyNode_KeyText,1,1
BattleUI_BattleControlGroup_SpeedButton_Text(TMP),x1,x1
BattleUI_BattleControlGroup_AutoBattleOffButton_Text(TMP),Auto,อัตโนมัติ
BattleUI_BattleControlGroup_AutoBattleOnButton(1)_Text(TMP),Auto,อัตโนมัติ
BattleUI_BattleControlGroup_AutoBattleText,Auto Battle ...,ต่อสู้ อัตโนมัติ...
BattleUI_ActionBar_Bar_NegBar_Label1,-500,-500
BattleUI_ActionBar_Bar_NegBar_Label2,-250,-250
BattleUI_ActionBar_Bar_NegBar_Label3,0,0 
BattleUI_ActionBar_Bar_NegBar_Label4,250,250
BattleUI_ActionBar_Bar_NegBar_Label5,500,500
BattleUI_ActionBar_Bar_NegBar_Label6,750,750
BattleUI_ActionBar_Bar_NegBar_Label7,1000,1000
BattleUI_ActionBar_PlayerIcon_Text(TMP),Action,ลงมือ
BattleUI_ActionBar_EnemyIcon_Text(TMP)(1),Action,ลงมือ
BattleUI_ActorInfo_Text(TMP),Character Name,ชื่อตัวละคร
BattleUI_ActorInfo_Hp_Text(TMP)(1),HP 100/100,HP 100/100
BattleUI_ActorInfo_Ep_Text(TMP)(2),MP 100/100,MP 100/100
BattleUI_DemoLevelSelect_StartDemo_Text(TMP),Battle Demonstration,สาธิตการต่อสู้
BattleUI_CompetitionStartPanel_CompetitionLeft_ContestantLeft_Name,Little Shrimp,กุ้งน้อย
BattleUI_CompetitionStartPanel_CompetitionRight_ContestantRight_Name,Wang Xiaoer,หวัง เซียวเออร์
BattleUI_CompetitionStartPanel_CompetitionRoundGroup_CompetitionRoundTitle,Tenth Round,รอบที่สิบ
BattleUI_CompetitionStartPanel_CompetitionContinueTip,Click anywhere to enter battle,คลิกที่ใดก็ได้เพื่อเข้าสู่การต่อสู้
HPBar_state_imgFocus_Text,Charge,รวมปราณ
HPBar_state_imgDef_Text,Defend,ปกป้อง
InternalKungfuFunctionTip_Center_Title,Charge,รวมปราณ
InternalKungfuFunctionTip_Center_Cost,MP cost: 999,ใช้ MP: 999
InternalKungfuFunctionTip_Center_Description,Ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,อ๊าาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาา
LogDisplayer_CenterLog_Text,"Clock in for work, need to connect to wifi, haha",ลงชื่อเข้างาน ต้องการเชื่อมต่อไวไฟ ฮ่าฮ๋า
LogDisplayer_ScrollLog_Text,Why is the pigeon so big,ทำไมนกพิราบถึงตัวใหญ่ขนาดนี้
Test_TempWorldUI_Button_Text(TMP),Start Battle,เริ่มการต่อสู้
Test_TempWorldUI_Team_Text(TMP),Team Panel,แผงกลุ่ม
Test_TempWorldUI_TimeSlider_Text,Light Time,เวลาสว่าง
Test_TempWorldUI_StealthMode_Text(TMP),Stealth Switch,ลอบเร้น
UISelectKongfuInBattle_content_head_penel_txt,Switch Main Internal Power,สลับวิชาพลังภายในหลัก
UISelectKongfuInBattle_content_head_penel_txt_Unique,Switch Ultimate Move,สลับท่าไม้ตาย
UISelectKongfuInBattle_confirm_Text(TMP),Select Internal technique,เลือกกำลังภายใน
UISelectKongfuInBattle_confirm_Text(TMP)_Unique,Select Super Move,เลือกท่าไม้ตาย
UISelectKongfuInBattle_cancel_Text(TMP),Cancel Internal Power,ยกเลิกกำลังภายใน
UseHidWepInBattleUI_Window_TitleLayout_Text(TMP),Select Throwing,เลือกอาวุธลับ
UseHidWepInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item_Text(TMP),22,22
UseHidWepInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item(1)_Text(TMP),22,22
UseHidWepInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item(2)_Text(TMP),22,22
UseHidWepInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item(3)_Text(TMP),22,22
UseHidWepInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item(4)_Text(TMP),22,22
UseHidWepInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item(5)_Text(TMP),22,22
UseHidWepInBattleUI_Window_ItemDisplayZone__EmptyTip_EmptyTipText_Text(TMP),You currently have no Throwing in your backpack.,ท่านไม่มีอาวุธลับในกระเป๋า
UseHidWepInBattleUI_Window_EmptyTip_EmptyTipText_Text(TMP),You currently have no Throwing in your backpack.,ท่านไม่มีอาวุธลับในกระเป๋า
UseHidWepInBattleUI_Window_Button_Text(TMP),Confirm,ยืนยัน
UseItemInBattleUI_ItemTypeButtons_Button1_On_Text(TMP),Medicine,ยา
UseItemInBattleUI_ItemTypeButtons_Button2_On_Text(TMP),Beverage,เครื่องดื่ม
UseItemInBattleUI_ItemTypeButtons_Button1_Text(TMP),Medicine,ยา
UseItemInBattleUI_ItemTypeButtons_Button2_Text(TMP),Beverage,เครื่องดื่ม
UseItemInBattleUI_Window_TitleLayout_Text(TMP),Select Item,เลือกรายการ
UseItemInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item_Text(TMP),22,22
UseItemInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item(1)_Text(TMP),22,22
UseItemInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item(2)_Text(TMP),22,22
UseItemInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item(3)_Text(TMP),22,22
UseItemInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item(4)_Text(TMP),22,22
UseItemInBattleUI_Window_ItemDisplayZone__ViewPort_Grid_Item(5)_Text(TMP),22,22
UseItemInBattleUI_Window_ItemDisplayZone__EmptyTip_EmptyTipText_Text(TMP),"Hero, you have nothing in your bag.",จอมยุทธ์ กระเป๋าของท่านว่างเปล่า
UseItemInBattleUI_Window_EmptyTip_EmptyTipText_Text(TMP),"Hero, you have nothing in your bag.",จอมยุทธ์ กระเป๋าของท่านว่างเปล่า
UseItemInBattleUI_Window_Button_Text(TMP),Confirm,ยืนยัน
UseItemInBattleUI_Window_Button_UseText,"Used in this round\n<#00ff00>{0}/{1}</color>","ใช้ในรอบนี้\n<#00ff00>{0}/{1}</color>"
TaskCard_Bg_txtTitle,Clear the bandits outside Lin'an City,กำจัดโจรด้านนอกเมืองหลินอัน
TaskCard_Bg_ScrollDesc_Viewport_Content_txtDesc,"Task content: Go to the vicinity of Taoyuan Village to clear the bandits, time is of the essence",เนื้อหาภารกิจ: ไปยังใกล้ๆกับหมู่บ้านเต้าหยวนเพื่อกวาดล้างพวกโจร เวลาไม่คอยท่าแล้ว
TaskCard_Bg_imgActive_text,Received,ได้รับ
TaskCard_Bg_txtAim,"Kill the bandit leader\nKill the bandit leader\nKill the bandit leader","สังหารหัวหน้าโจร\nสังหารหัวหน้าโจร\nสังหารหัวหน้าโจร"
TaskCard_Bg_txtAim_Text,Target:,เป้าหมาย:
TaskCard_Bg_txtTimeLimit,3 days,3 วัน
TaskCard_Bg_txtTimeLimit_Text,Duration:,ระยะเวลา:
TaskCard_Bg_txtPrize,"Trustworthy+2, Lin'an City Relations+5","ความน่าเชื่อถือ +2 ,ความสัมพันธ์ ของเมืองหลินอัน +5"
TaskCard_Bg_boxPrizeItem_0_Text(TMP),2,2
TaskCard_Bg_boxPrizeItem_1_Text(TMP),2,2
TaskCard_Bg_boxPrizeItem_2_Text(TMP),2,2
TaskCard_Bg_boxPrizeItem_3_Text(TMP),2,2
TaskCard_Bg_btnCommand_text,Abandon,ละทิ้ง
TaskCard_Bg_imgTagCancel_text,Abandoned,ถูกละทิ้ง
TaskCard_imgTip_text,Note: This bounty will not refresh after completion,หมายเหตุ: เงินรางวัลนี้จะไม่รีเฟรชหลังจากเสร็จสิ้น
UIBountyHunter_Bg_text,Bulletin Board,กระดานข่าว
UIBountyHunter_txtUpdateTime,Refresh in 10 hours,รีเฟรชใน 10 ชั่วโมง
UIBountySelectItem_Text,Backpack,สัมภาระ
UIBountySelectItem_boxSelect_0_Text(TMP),2,2
UIBountySelectItem_boxSelect_1_Text(TMP),2,2
UIBountySelectItem_boxSelect_2_Text(TMP),2,2
UIBountySelectItem_boxSelect_3_Text(TMP),2,2
UIBountySelectItem_boxSelect_4_Text(TMP),2,2
UIBountySelectItem_boxSelect_5_Text(TMP),2,2
UIBountySelectItem_txtAim,Collect Rare Dishes,รวบรวมอาหารหายาก
UIBountySelectItem_btnCommand_text,Hand in,ส่งมอบ
Button_Text(TMP),Deal,แลกเปลี่ยน
Button_Pages_Text(TMP),Inventory1,สัมภาระ1
EarlyAccessCanvas_Text(TMP),Official Version,เวอร์ชั่นอย่างเป็นทางการ
EmptyTip_EmptyTipText_Text(TMP),"Hero, you have nothing in your bag.",จอมยุทธ์ กระเป๋าของท่านว่างเปล่า
EscUI_EscUI_Main_Resume_Text(TMP),Back to Game,กลับสู่เกม
EscUI_EscUI_Main_Info_Text(TMP),Information,ข้อมูล
EscUI_EscUI_Main_Save_Text(TMP),Save,บันทึก
EscUI_EscUI_Main_Load_Text(TMP),Load,โหลด
EscUI_EscUI_Main_Setting_Text(TMP),Settings,ตั้งค่า
EscUI_EscUI_Main_Quit_Text(TMP),Return to Main Menu,กลับสู่หน้าเริ่มต้น
EscUI_EscUI_Save_Window_Title_Text(TMP),Write Save,บันทึก
EscUI_EscUI_Save_Window_ItemDisplayZone_ViewPort_Item_SaveSlotDisplayer_Valid_SlotName,Manual Save 1,บันทึกเอง 1
EscUI_EscUI_Save_Window_ItemDisplayZone_ViewPort_Item_SaveSlotDisplayer_Valid_MapName,Scene:,ฉาก:
EscUI_EscUI_Save_Window_ItemDisplayZone_ViewPort_Item_SaveSlotDisplayer_Valid_SaveTime,2022-02-22 22:22,2022-02-22 22:22
EscUI_EscUI_Save_Window_ItemDisplayZone_ViewPort_Item_SaveSlotDisplayer_Valid_SaveInGameTime,Game Duration: 3 days 1 shichen,ระยะเวลาในเกม: 3 วัน 1 ชั่วยาม
EscUI_EscUI_Save_Window_ItemDisplayZone_ViewPort_Item_SaveSlotDisplayer_Valid_Diff,Difficulty: Novice,ระดับความยาก : มือใหม่
