﻿end015_1,Life is impermanent and constantly changing; home can be found wherever you discover peace of mind.,ชีวิตเป็นสิ่งไม่เที่ยงและเปลี่ยนแปลงตลอดเวลา บ้านสามารถเป็นได้ทุกที่ที่เจ้ารู้สึกสบายใจ
R20006-3_7_4,"Having a reliable brother like you is my blessing!\nIf you need me in the future, just come find me, I'll accompany you through hell and high water!","การมีน้องชายที่ไว้ใจได้เช่นเจ้าถือเป็นพรของข้า!\nหากเจ้าต้องการข้าในอนาคต แค่มาหาข้า ข้าจะพาเจ้าฝ่านรกลุยน้ำท่วมเอง!"
R20006-4_1_1,"I just want to live a quiet life in this village, I don't want to go anywhere.",ข้าไม่อยากออกไปไหน ข้าแค่อยากอยู่เงียบๆในหมู่บ้านแห่งนี้
R20006-4_2_1,"Get lost, I don't want to see you.",ออกไปซะ ข้าไม่อยากเจอเจ้า
R20006-4_3_1,"Whether it's blacksmithing or fighting, I've got it covered!",ไม่ว่าจะตีเหล็กหรือต่อสู้ ข้าก็จัดให้!
R20006-4_4_1,"Your team is not short of people, I'll just work for a few more days, come find me when you're ready.",ทีมของเจ้ามีคนไม่น้อย ข้าจะทำงานอีกสักสองสามวัน มาหาข้าเมื่อเจ้าพร้อม.
R20006-5_1_1,"Thanks to {PlayerSurName}, I can return to the Sword Pavilion.",ขอบคุณ{PlayerSurName} ข้าสามารถกลับไปที่ศาลากระบี่ได้แล้ว
R20006-5_1_2,"Brother Dachui, you're too polite.\nI didn't do much, actually, as long as you're willing to apologize, you can come back on your own.","ศิษย์พี่ต้าฉุย ท่านสุภาพเกินไปแล้ว\nจริงๆ แล้วข้าไม่ได้ทำอะไรมาก ตราบใดที่ท่านเต็มใจขอโทษ ท่านก็สามารถกลับมาด้วยตัวเองได้"
R20006-5_1_3,"Apologize? I'll never apologize in my life, I did nothing wrong!",ขอโทษ? ชีวิตนี้ข้าจะไม่ขอโทษ ข้าไม่ได้ทำอะไรผิด!
R20006-5_1_4,"And don't call me senior brother, I just came back to see the place where I used to work, I didn't agree to rejoin Langya Sword Pavilion.",และอย่าเรียกข้าว่าศิษย์พี่ ข้าเพิ่งกลับมาดูสถานที่ที่ข้าเคยทำงาน ข้าไม่ได้ตกลงที่จะกลับไปเข้าร่วมศาลากระบี่หลางหยาอีกครั้ง
R20006-5_1_5,"Alright, whatever you say. (Stubborn as a mule!)",ก็ได้ ไม่ว่าท่านจะพูดอะไร (ดื้อหัวชนฝา!)
R20006-5_1_6,"Bro, have you found the feeling of the old days yet?\nWhat's the difference between blacksmithing here and at your Blacksmith's forge?","พี่ ท่านได้พบความรู้สึกวันเก่าๆ หรือยัง?\nอะไรคือความแตกต่างระหว่างการตีเหล็กที่นี่กับตีที่โรงตีเหล็กของท่าน?"
R20006-5_1_7,"Hehe, of course, I've gained a lot, the feeling of the old days is completely back!",ฮี่ฮี่ แน่นอนว่าข้าได้รับอะไรมากมาย ความรู้สึกของวันเก่า ๆ กลับมาอย่างสมบูรณ์!
R20006-5_1_8,"Not only that, but I've also mastered a new ultimate move!\nLangya Sword Pavilion is indeed my lucky place, if I didn't leave in anger back then...","ไม่เพียงแค่นั้น ข้ายังเชี่ยวชาญท่าไม้ตายใหม่อีกด้วย!\nศาลากระบี่หลางหยาเป็นสถานที่ศักดิ์สิทธิ์ของข้าจริงๆ ถ้าตอนนั้นข้าไม่จากไปเพราะโกรธเคือง..."
R20007-1_1_1,"Old man, how is your harvest today?",ท่านผู้เฒ่า วันนี้การตกปลาของท่านเป็นยังไงบ้าง?
R20007-1_1_2,"Hehe, it's passable.\nAre you interested in fishing, young friend?","ฮ่าๆ ก็พอได้อยู่\nเจ้าสนใจการตกปลาด้วยอย่างงั้นรึ สหายน้อย?"
R20007-1_1_3,"I was a bit interested at first,\nbut seeing you sitting here for half a day, it seems a bit boring.",ตอนแรกก็นิดหน่อย แต่พอเห็นท่านนั่งอยู่ตรงนี้มาครึ่งค่อนวันแล้ว ก็เริ่มรู้สึกเบื่อหน่ายแทนซะแล้ว 
R20007-1_1_4,"Young friend, just watch. I sit between heaven and earth, blending with grass and streams.\nListening to winds and cicadas, the babbling of a stream, and occasionally a fish bites, isn't it beautiful?","สหายน้อย เจ้าจงมองดูเถิด ข้านั่งอยู่ระหว่างฟ้าและดิน ผสานกับพืชพรรณและลำธาร\nฟังเสียงลมโชย เสียงจักจั่นร้องระงม เสียงธารน้ำไหลเอื่อยๆ และปลากัดบ้างเป็นครั้งคราว ช่างเป็นบรรยากาศที่งดงามยิ่งนัก"
