﻿FondTag_武器,Weapon,อาวุธ
ItemInfo_含光,"Gold and iron are nourished, thus forming a sword. The cold light is chilling, and the Power is infinite."
ItemInfo_鱼肠,"A very small sword, which can be hidden in a fish, the sword edge is sharp, extremely tough, shining brightly."
ItemInfo_轩辕,"It is said to have been cast by an ancient emperor, containing infinite power, it is a divine sword for slaying demons."
ItemInfo_九凤,"The whole body is red gold, light and Dexterity. When it comes out of the wind, it can make the sound of phoenix chirping."
ItemInfo_巨阙,"Cast by Ou Yezi, the sword body is blunt and heavy, and the sword qi is vertical and horizontal."
ItemInfo_大石剑,"The Big stone sword held in the hand of the hero statue in Chuxiang City, which is not one with the statue, seems destined to be obtained by someone with destiny."
ItemInfo_菜刀,"A very common Kitchen knife, almost a must-have for every household."
ItemInfo_剔骨尖刀,"The blade is light and thin, often used to dismember livestock."
ItemInfo_砍柴刀,A Short blade used for chopping wood.
ItemInfo_大砍刀,"A common Big blade, ordinary households use it to chop wood for Lumbering."
ItemInfo_砍山刀,"A big knife favored by rural bandits, it is heavy to cast but has a lot of Power when swung."
ItemInfo_九环刀,"There are nine iron rings on the back of the knife, which will make a sound during battle, disturbing people's minds."
ItemInfo_宣花斧,"The blade is like a knife, and the end is like a spear. Muscular, capable of breaking gold and stone."
ItemInfo_碎宇刀,"Rumored to be a sharp blade that can cut through space, its edge is extremely sharp, and it can pass through with a blow."
ItemInfo_冷艳锯,"It is said to be the Weapon used by Guan Er, weighing 82 catties, with great Power, and it is difficult for those without Herculean strength to control."
ItemInfo_绣春刀,"The knife body is slightly smaller than the general waist knife, but it has a curvature, which is convenient for chopping."
ItemInfo_太乙刀,"The blade is arc-shaped, which can control the moves and catch people off guard."
ItemInfo_修罗刀,"It was cast with the fresh blood of a hundred people, and countless resentful souls are attached to it, and the evil spirit is extremely heavy."
ItemInfo_绿露刀,"The knife body is only as long as a small arm, with a curved hook at the head, soaked in Toxic all year round, and the Open wound will fester in a moment if it is scratched by it."
ItemInfo_玄铁菜刀,"A Kitchen knife made of black iron, extremely sharp, but very prone to rust, so take care of it."
ItemInfo_大夏龙雀,"It is said to be a giant blade cast by ancient gods, with dragon and snake patterns, exquisitely made, and extremely sharp."
ItemInfo_犬神刀,"It is said to be an ancient evil blade, with infinite Power, and it cuts things like chaff."
ItemInfo_龙牙刀,"It is said to be an ancient evil blade, with a hint of black aura in the blade, causing great chaos every time it appears."
ItemInfo_昆吾,"A knife forged from Kunwu stone, it is extremely hard, capable of cutting jade like mud."
ItemInfo_应龙,"Named after the divine dragon, the tail of the knife resembles a dragon's head, it is said that its power can match thousands of enemies."
ItemInfo_刑天,"Named after the ancient evil god, it resembles a giant axe, capable of absorbing the essence of the enemy for its own use, it is a sinister weapon that everyone avoids."
ItemInfo_红缨枪,A brand new sharp Red spear.
ItemInfo_梅花枪,"The power penetrates the spear tip, unpredictable. It has the momentum of a dragon coming out of a spear and the stars moving."
ItemInfo_雁翅枪,"The spearhead has wings on both sides, resembling goose wings."
ItemInfo_钢叉,"A sharp Trident, can be used for hunting."
ItemInfo_木枪,"A very light wooden long spear, can be used for self-defense, it is a beginner's weapon for practicing spear techniques."
ItemInfo_蛇矛枪,"The spearhead is like a coiled snake, the spear tip is sharp, and the penetration power is extremely strong."
ItemInfo_混铁枪,"The upper end of the spear shaft has a bull horn hook, which can cause double critical damage to the target."
ItemInfo_牛角叉,"The spearhead is a trident, one long and two short."
ItemInfo_梨花枪,"The spear used by General Yang during his lifetime, engraved with eight fearless small characters ""Drive out the barbarians and restore the mountains and rivers""."
ItemInfo_霸王枪,"Made of pure steel, weighing ninety-nine and eighty-one catties, it is said to be the weapon used by the King of Western Chu, not everyone can wield it."
ItemInfo_沥泉枪,"Ye Pengju's spear, one foot and eight feet long, it is said to be transformed by a spirit snake, capable of stirring rivers."
ItemInfo_句芒,"At the beginning of spring, the spear's aura is a hundred miles long, hence it is named after the god of spring in mythology."
ItemInfo_勾陈,"It is said to be a weapon used by the ancient war god, shaped like a square sky painting halberd, it can stab and chop, flexible and changeable."
ItemInfo_混沌,"This spear contains ten kinds of weapons, can flexibly respond to various situations, just like before the creation of the world, everything is mixed into one."
ItemInfo_烧火棍,"A Wooden stick burned red by charcoal fire, can be used for lighting."
ItemInfo_木棍,"A solid Wooden stick made of wood, the surface is uneven."
ItemInfo_木杵,"A solid Wooden hammer made of wood, the surface is smooth."
ItemInfo_竹竿,"A hollow Bamboo stick made of bamboo, thin and long."
ItemInfo_短棒,"A solid Short stick made of wood, easy to carry."
ItemInfo_镔铁杖,"A solid iron stick, sinking in two buckets of water."
ItemInfo_齐眉棍,"Made according to body weight, equal to the eyebrows, the stick body has a certain toughness."
ItemInfo_青竹杖,"Emerald green and slender, hard texture."
ItemInfo_长弓,"A long-range weapon with great power and long range, used as a long-range killing weapon in the battlefield."
ItemInfo_盘龙棍,"The stick body has dragon scale carvings, the dragon head and dragon tail at both ends are of different lengths, with great power."
ItemInfo_齐天棍,"The whole body is golden, with red patterns engraved on it. No one can match its maximum power."
ItemInfo_囚龙柱,"The whole body is dark purple, the dragon head is respected, and the power is unmatched."
ItemInfo_烛阴,"The moves are unexpected and unpredictable, just like the candle dragon in the clouds."
ItemInfo_穷奇,"It has the name of an ancient fierce beast, and has the momentum of one man holding the pass, and ten thousand men cannot open it."
ItemInfo_亮银锤,"A pair of war hammers made of pure silver, each weighing tens of pounds, causing great damage when swung."
ItemInfo_大铁锤,"Wang Dachui's handy hammer, whether used for forging weapons or hitting other things, is very useful."
ItemInfo_蒲扇,"A common Cattail fan, can be used to cool down, extinguish fire, and banish mosquitoes."
ItemInfo_折扇,"A plain paper Folding fan, with silver powder on it, the fan surface emits silver light, shining brightly."
ItemInfo_鹅羽扇,"A fan made of white Goose feathers, the color is like snow, and the touch is soft."
ItemInfo_铁骨扇,"The fan surface is dark purple silk cloth, and the fan bone is sharp and hard."
ItemInfo_团扇,"A Round fan made of cotton, semi-transparent and snow-white."
ItemInfo_绢宫扇,"A fan with a real Danqing pattern, the ink is poisonous."
ItemInfo_雕翎扇,"A fan made of green Bird feathers, the color is like jade, and the touch is soft."
ItemInfo_留香扇,"A high-quality satin fan, with a fragrant scent."
ItemInfo_西江月,"Cold iron as the edge, hardwood as the bone, ingenious machinery."
ItemInfo_满江红,"Made from blood-stained red silk and woven with golden needles, the fan bone is wrapped in silver thread."
ItemInfo_破阵子,"A fan made from Lengjin paper and Steel, it has a certain amount of Attack power."
ItemInfo_定风波,"A fan made entirely of steel, it can only unleash its Power when the user is Upwind."
ItemInfo_浪淘沙,"Waves Scouring the Sands teaches the art of using softness to overcome hardness, making it unpredictable."
ItemInfo_卜算子,"The edges are sharp, just like a sword."
ItemInfo_祝融,"The fan bone needs to be forged in a big fire for forty-nine days to be cast. When fanning, there is a burst of heat, hence the name Zhurong."
ItemInfo_夸父,"A Folding fan named after the ancient sun-chasing god, a light wave can stir up a wind that obscures the sky."
ItemInfo_青丘,"An otherworldly Folding fan, when fanned, purple smoke drifts, making people lose their minds and souls."
ItemInfo_短剑,A Short sword that can be used for self-defense.
ItemInfo_匕首,"A slender double-edged Short sword, easy to carry, can be hidden in sleeves or boots."
ItemInfo_峨嵋刺,"Put the ring on the middle finger, use wrist shaking and finger flicking to make it spin."
ItemInfo_短刀,"A type of Short weapon, a sharp single-edged small knife, easy to use."
ItemInfo_狼牙匕,"A sharp Dagger, like a Wolf fang, can be used for self-defense.",มีดที่แหลมคมราวกับเขี้ยวหมาป่า ใช้ป้องกันตัว
ItemInfo_点钢刺,A Dagger with a blade that gives off a cold light.
ItemInfo_三棱锥,"A short cone with three edges, a stab will cause continuous bleeding."
ItemInfo_飞来梭,"This cold weapon moves quickly, its speed is like a shadow."
ItemInfo_流云锥,"A Dagger made of solid Black metal, it has a certain weight, the user needs to have a lot of wrist strength."
ItemInfo_孤星刺,"The arrow is on the string, a cold star streaks across the sky."
ItemInfo_飞影匕,"The blade is sharp, the moves are unexpected, like a shadow."
ItemInfo_织女梭,"A Machinery shuttle made of Cold iron, the Machinery is exquisite, easy to use."
ItemInfo_残雪刺,"Made of Steel and Black metal, there is a faint chill on the blade."
ItemInfo_嘲风,"Named after the third son of the dragon, made of black iron, extremely small in size, the user needs to seek victory in danger."
ItemInfo_精卫,"A magical Dagger hidden in the snow mountain, with a Millipede gold handle and a jade blade, it feels icy to the touch, and can freeze water on contact."
ItemInfo_睚眦,"Named after the second son of the dragon, made of Meteorite, it hides a fierce aura."
ItemInfo_狼毫笔,"A very common brush, the brush is strong and suitable for both writing and painting."
ItemInfo_羊毫笔,"A brush made from the whiskers or tails of green and yellow sheep, more durable than a Wolf hair pen."
ItemInfo_猪鬃笔,"A brush made with Pig bristle, the material is hard, and the brush head is scattered."
ItemInfo_鼠须笔,"A brush made from mouse whiskers, the brush tip is strong and sharp."
ItemInfo_圆锋,"An ancient willow pen holder, with a green glass pendant hanging on it, looks very elegant."
ItemInfo_昌化,"The brush tip is round, the white jade pen holder, with a blue Gem pendant hanging on it."
ItemInfo_佩阿,"The brush tip is round, the glass pen holder, with a purple Gem pendant hanging on it."
ItemInfo_鸡距,"A short-tipped brush made of Cockspur, used to steal the Animal ring door."
ItemInfo_鹿毛笔,"A brush made of Fawn hair and jade, with a gold Coin pendant hanging on it, it is very valuable."
ItemInfo_龙须,"The Dragon Whisker brush is soft and good at painting, like a dragon flying through the clouds."
ItemInfo_麟角,"The Unicorn Horn brush is strong and good at bold calligraphy, like a unicorn stepping on ruins."
ItemInfo_太虚,"The characters written with it are like flowing clouds and water. When combined with special ink, they disappear in light and reappear in fire."
ItemInfo_玄黄,Mysterious Yellow is the color of heaven and earth. The finished product is always top-notch.
ItemInfo_洪荒,"Whether it's writing or painting, it always has the Origin momentum. The calligraphy is like iron and silver, and the painting is lifelike."
ItemInfo_梧桐琴,A wutong wood zither symbolizing noble character.
ItemInfo_玉瑶琴,"A jade zither made of ebony, smooth and cool to the touch, with a crisp and pleasant sound."
ItemInfo_响泉琴,A zither made in imitation of the ancient zither made by Li Qian Gong of the previous dynasty.
ItemInfo_百纳琴,"A zither made in imitation of the ancient zither made by Li Qian Gong of the previous dynasty, made of small pieces of wood glued together, hence the name Assimilator."
ItemInfo_七弦,A Seven Strings ancient zither that is seven feet and two inches long.
ItemInfo_落霞,"Made from fir wood, a slightly worn precious ancient zither."
ItemInfo_独幽,"An ancient zither from the previous dynasty, with the words ""Loneliness"" inscribed in wild cursive script on the back, hence the name."
ItemInfo_春雷,"A famous ancient zither from the previous dynasty, a masterpiece crafted by the zither maker Lei Gong, originally collected by Emperor Zhao, but its whereabouts are unknown after Emperor Zhao was captured."
ItemInfo_焦尾,"It is said to be created by Cai Yong, the father of the talented woman Cai Wenji, made from a piece of burnt phoenix tree wood, hence the name ""Scorched Tail"". Extremely precious, with a high value."
ItemInfo_绿绮,"It is said to be the beloved zither of Sima Xiangru from the Han Dynasty, the whole body is black, faintly showing a dark green color, like green vines wrapped around an ancient tree, hence the name."
ItemInfo_绕梁,"Its sound is lingering, revolving around the beams, endless, hence the name."
ItemInfo_号钟,"An ancient famous zither, the sound of the zither is so loud, like the sound of a bell ringing, the sound of a horn blowing, it is deafening."
ItemInfo_囚牛,"A seven-stringed zither named after the eldest son of the dragon, it is said that because of its beautiful tone, it attracted the dragon's son to possess it."
ItemInfo_木箫,A folk instrument made of purple bamboo.
ItemInfo_洞箫,"A very ancient instrument, can be played solo or in ensemble with the guzheng."
ItemInfo_竹箫,"The flute is slender, the tone is full and quiet, ethereal and distant."
ItemInfo_铁箫,"A flute made of copper and iron, it has a certain weight, the tone is dull and thick."
ItemInfo_紫竹箫,"There are seven holes in the front and one in the back, often played together with the silk stringed guqin, also known as ""elegant flute""."
ItemInfo_玉屏箫,"It is popular in Yunnan and Guizhou, and is a treasure among flutes."
ItemInfo_九节箫,The flute sound is rich and beautiful. It is named after the nine sections of the flute body.
ItemInfo_枉凝眉,"The flute body is made of black metal, with a gold tassel tied at the end as decoration."
ItemInfo_关山月,"The flute body is made of cold iron, with a white jade orchid tied at the end as decoration."
ItemInfo_冷沧浪,"The flute body is made of steel, with a Hetian bead tied at the end as decoration."
ItemInfo_有凤来仪,"The flute body is made of thousand-year-old black iron, the whole body is orange and shiny, with a millipede gold tied at the end as decoration."
ItemInfo_碧海潮声,"The flute body is made of refined gold, with a pink tassel tied at the end as decoration."
ItemInfo_笑傲江湖,"The flute body is made of meteorite, with a top-grade jade bead tied at the end as decoration."
ItemInfo_硬木琵琶,A straight-necked four-string instrument made of ordinary wood.
ItemInfo_鸡翅琵琶,A straight-necked four-string instrument made of chicken wing wood.
ItemInfo_花梨琵琶,A straight-necked four-string instrument made of rosewood.
ItemInfo_紫檀琵琶,A straight-necked four-string instrument made of red sandalwood.
ItemInfo_牛角琵琶,"A lute made of ox horn and redwood, slightly expensive."
ItemInfo_象牙琵琶,"A lute made of ivory and yellow rosewood, quite expensive."
ItemInfo_玉石琵琶,"A lute made of top-grade white jade, the whole body is snow-white and radiant, slender and delicate."
ItemInfo_双凤琵琶,"The body is painted with a symmetrical double phoenix pattern, with five silk strings on top, exquisitely crafted."
ItemInfo_绕殿雷,"The tone is like a high-pitched shout, the sound is like thunder, hence the name."
ItemInfo_烧槽,"The whole body is white and purple gradient, the end is inlaid with various jewels, very precious."
ItemInfo_玄象,"The image formed by the sun, moon, stars, and constellations in the sky is called ""Mysterious Elephant""."
ItemInfo_青山,Made of green jade with sheep intestine as strings. There are hollowed-out gold ornaments as decorations.
ItemInfo_狮子丸,The ancient and precious Lute that has disappeared in the rivers and lakes. It is said to be lost in the vast sea.
ItemInfo_窄袖衣,"Clothes that ordinary women would wear, thin and light."
ItemInfo_绢麻衣,"Clothes made of silk and hemp, slightly more comfortable than Cloth."
ItemInfo_兽皮袄,Clothes made from the fur of wild beasts.
ItemInfo_护心铠,"Armor made of iron plates, providing some protection."
ItemInfo_粗布衣,"Clothes made of Cloth, although not beautiful, they are quite comfortable to wear, which is what ordinary people would wear."
ItemInfo_麻布衣,"Clothes made of hemp, not very comfortable, usually worn by workers."
ItemInfo_戎装,"Clothes distributed to soldiers in large quantities, with limited protection Skill."
ItemInfo_百衲衣,"Clothes made from various ragged pieces of cloth, uncomfortable and not warm, usually only worn by ascetic monks."
ItemInfo_官差服,"Clothes distributed in large quantities to officials in various places, the text on the chest indicates the identity of the owner."
ItemInfo_逍遥衣,"Clothes made of silk, soft and comfortable, warm in winter and cool in summer."
ItemInfo_精铁内甲,"Armor made of refined iron, providing effective protection."
ItemInfo_锁子铠,"Its armor is linked by five rings, each piece connected, as thick as a city wall."
ItemInfo_僧袍,"The clothes worn by monks, simple and unadorned."
ItemInfo_道袍,"The clothes worn by Taoists, with a faint smell of incense."
ItemInfo_夜行衣,"As black as night, it is very stealthy to wear it out at night, but remember to cover your face."
ItemInfo_儒生服,"The clothes loved by scholars, light and clean."
ItemInfo_赤翎服,"Convenient to move and does not drag mud and water, therefore it is loved by female knights."
ItemInfo_飞鱼锦服,"Imperial clothes, only those who are extremely trusted by the court are eligible to wear."
ItemInfo_侠客装,"The favorite dress of knights, handsome and convenient to move."
ItemInfo_蚕丝衣,"Made of silk, soft and comfortable."
ItemInfo_青红襦,"The favorite clothes of young girls, running like a fairy."
ItemInfo_流云衫,"Clothes made of semi-transparent gauze, comfortable and elegant, light as nothing."
ItemInfo_金刚甲,"Long-forged steel armor, hence indestructible."
ItemInfo_明光铠,The armor is polished and looks very shiny.
ItemInfo_朱雀服,"The legendary treasure clothes that can only be made with the feathers of a divine bird, although it looks thin, it is exceptionally warm when worn, and can move freely in ice and snow."
